,date,sknt,gust
1445,2018-10-08 14:52:00,35,39
1446,2018-10-09 14:52:00,45,50
1447,2018-10-10 14:47:00,27,27
1448,2018-10-11 14:57:00,42,54
1449,2018-10-12 14:50:00,42,48
1450,2018-10-13 14:51:00,46,52
1451,2018-10-14 14:55:00,31,31
1452,2018-10-15 14:53:00,38,47
1453,2018-10-16 14:47:00,54,66
1454,2018-10-17 14:49:00,33,33
1455,2018-10-18 14:47:00,64,74
1456,2018-10-19 14:53:00,42,49
1457,2018-10-20 14:54:00,46,51
1458,2018-10-21 14:50:00,58,66
1459,2018-10-22 14:52:00,43,43
1460,2018-10-23 14:51:00,29,29
1461,2018-10-24 14:55:00,44,53
1462,2018-10-25 14:50:00,54,54
1463,2018-10-26 14:57:00,32,32
1464,2018-10-28 14:51:00,34,39
1465,2018-10-29 14:56:00,18,18
1466,2018-10-30 14:51:00,37,37
1467,2018-10-31 14:50:00,49,60
1468,2018-11-01 14:55:00,13,13
1469,2018-11-02 14:52:00,38,46
1470,2018-11-04 14:53:00,36,36
1471,2018-11-05 14:54:00,30,34
1472,2018-11-06 14:52:00,55,61
1473,2018-11-07 14:50:00,42,51
1474,2018-11-08 14:53:00,40,45
1475,2018-11-09 14:51:00,19,28
1476,2018-11-10 14:47:00,58,73
1477,2018-11-11 14:51:00,55,64
1478,2018-11-12 14:47:00,27,27
1479,2018-11-13 14:53:00,26,26
1480,2018-11-14 14:50:00,58,69
1481,2018-11-15 14:59:00,8,8
1482,2018-11-16 14:54:00,45,45
1483,2018-11-17 14:54:00,47,61
1484,2018-11-20 14:52:00,19,19
1485,2018-11-22 14:52:00,64,76
1486,2018-11-23 14:56:00,41,41
1487,2018-11-24 14:52:00,34,38
1488,2018-11-25 14:47:00,24,24
1489,2018-11-26 14:52:00,33,39
1490,2018-11-28 14:51:00,26,34
1491,2018-11-29 14:54:00,37,37
1492,2018-12-02 14:54:00,69.98,69.98
1493,2018-12-03 14:54:00,66,66
1494,2018-12-05 14:47:00,6,6
1495,2018-12-06 14:55:00,50,59
1496,2018-12-07 14:47:00,44,56
1497,2018-12-08 14:56:00,53,58
1498,2018-12-09 14:51:00,46,63
1499,2018-12-10 14:55:00,41,41
1500,2018-12-11 14:47:00,31,31
1501,2018-12-12 14:56:00,56,60
1502,2018-12-15 14:56:00,40,40
1503,2018-12-17 14:49:00,45,49
1504,2018-12-18 14:47:00,76,88
1505,2018-12-19 14:47:00,65,79
1506,2018-12-20 14:48:00,15,15
1507,2018-12-21 14:47:00,64,75
1508,2018-12-22 14:48:00,48,56
1509,2018-12-25 14:55:00,43,43
1510,2018-12-26 14:51:00,60,68
1511,2018-12-28 14:54:00,50,65
1512,2018-12-29 14:55:00,70,75
1513,2018-12-31 14:58:00,28,28
1514,2019-01-01 14:50:00,61,76
1515,2019-01-02 14:58:00,25,25
1516,2019-01-03 14:51:00,35,35
1517,2019-01-04 14:58:00,46,49
1518,2019-01-05 14:49:00,13,13
1519,2019-01-06 14:54:00,68,76
1520,2019-01-07 14:48:00,28,28
1521,2019-01-08 14:55:00,36,36
1522,2019-01-09 14:52:00,66,72
1523,2019-01-10 14:50:00,60,71
1524,2019-01-11 14:50:00,67,72
1525,2019-01-12 14:47:00,58,63
1526,2019-01-13 14:51:00,17,17
1527,2019-01-14 14:52:00,11,11
1528,2019-01-15 14:56:00,25,25
1529,2019-01-16 14:54:00,66,70
1530,2019-01-17 14:53:00,32,32
1531,2019-01-19 14:54:00,23,23
1532,2019-01-20 14:56:00,34,34
1533,2019-01-21 14:48:00,50,50
1534,2019-01-23 14:54:00,53,60
1535,2019-01-24 14:55:00,30,40
1536,2019-01-25 14:59:00,41,53
1537,2019-01-26 14:53:00,10,10
1538,2019-01-27 14:47:00,40,47
1539,2019-01-28 14:56:00,33,33
1540,2019-01-29 14:47:00,32,39
1541,2019-01-30 14:56:00,43,43
1542,2019-01-31 14:52:00,61,61
1543,2019-02-03 14:47:00,45,52
1544,2019-02-04 14:49:00,35,35
1545,2019-02-07 14:51:00,16,16
1546,2019-02-08 14:55:00,79,79
1547,2019-02-10 14:52:00,48,56
1548,2019-02-11 14:53:00,42,56
1549,2019-02-12 14:55:00,38,44
1550,2019-02-13 14:49:00,43,49
1551,2019-02-15 14:50:00,39,44
1552,2019-02-16 14:51:00,48,48
1553,2019-02-17 14:47:00,21,21
1554,2019-02-18 14:48:00,22,22
1555,2019-02-19 14:57:00,58,66
1556,2019-02-20 14:57:00,36,36
1557,2019-02-21 14:54:00,50,68
1558,2019-02-22 14:51:00,33,33
1559,2019-02-23 14:58:00,32,32
1560,2019-02-24 14:51:00,55,67
1561,2019-02-25 14:59:00,91,102
1562,2019-02-26 14:51:00,68,68
1563,2019-02-27 14:49:00,30,30
1564,2019-02-28 14:47:00,37,37
1565,2019-03-01 14:51:00,24,24
1566,2019-03-02 14:59:00,3,3
1567,2019-03-03 14:54:00,10,10
1568,2019-03-05 14:50:00,28,28
1569,2019-03-06 14:59:00,51,62
1570,2019-03-07 14:56:00,49,49
1571,2019-03-08 14:48:00,35,35
1572,2019-03-09 14:58:00,24,33
1573,2019-03-10 14:50:00,53,57
1574,2019-03-11 14:51:00,76,81
1575,2019-03-12 14:51:00,52,58
1576,2019-03-13 14:49:00,32,32
1577,2019-03-15 14:47:00,57,74
1578,2019-03-16 14:50:00,68,76
1579,2019-03-18 14:53:00,44,54
1580,2019-03-19 14:50:00,38,47
1581,2019-03-20 14:54:00,18,28
1582,2019-03-21 14:57:00,20,28
1583,2019-03-22 14:53:00,29,29
1584,2019-03-23 14:51:00,78,92
1585,2019-03-24 14:48:00,50,61
1586,2019-03-25 14:52:00,59,66
1587,2019-03-26 14:50:00,39,44
1588,2019-03-27 14:54:00,16,16
1589,2019-03-28 14:48:00,41,55
1590,2019-03-29 14:50:00,45,45
1591,2019-03-30 14:53:00,49,56
1592,2019-03-31 14:52:00,29,40
1593,2019-04-01 14:50:00,65,74
1594,2019-04-02 14:50:00,19,28
1595,2019-04-03 14:49:00,46,52
1596,2019-04-04 14:54:00,66,77
1597,2019-04-05 14:57:00,14,14
1598,2019-04-06 14:48:00,52,61
1599,2019-04-07 14:53:00,31,31
1600,2019-04-08 14:49:00,26,35
1601,2019-04-09 14:50:00,29,36
1602,2019-04-10 14:50:00,34,37
1603,2019-04-11 14:53:00,9,9
1604,2019-04-12 14:51:00,53,64
1605,2019-04-13 14:51:00,38,47
1606,2019-04-15 14:55:00,36,36
1607,2019-04-16 14:48:00,74,82
1608,2019-04-17 14:54:00,11,24
1609,2019-04-18 14:52:00,40,40
1610,2019-04-19 14:54:00,34,45
1611,2019-04-20 14:54:00,35,41
1612,2019-04-22 14:58:00,13,13
1613,2019-04-23 14:53:00,19,19
1614,2019-04-24 14:56:00,36,44
1615,2019-04-25 14:55:00,17,17
1616,2019-04-26 14:50:00,34,43
1617,2019-04-27 14:48:00,33,33
1618,2019-04-28 14:52:00,27,27
1619,2019-04-29 14:50:00,44,51
1620,2019-04-30 14:54:00,33,33
1621,2019-05-01 14:53:00,13,13
1622,2019-05-02 14:50:00,33,33
1623,2019-05-03 14:51:00,32,40
1624,2019-05-04 14:59:00,11,11
1625,2019-05-05 14:49:00,2,2
1626,2019-05-06 14:53:00,6,6
1627,2019-05-07 14:50:00,40,40
1628,2019-05-11 14:51:00,44,52
1629,2019-05-12 14:53:00,11,11
1630,2019-05-13 14:51:00,27,32
1631,2019-05-14 14:51:00,9,9
1632,2019-05-15 14:54:00,38,45
1633,2019-05-16 14:48:00,23,23
1634,2019-05-17 14:59:00,36,44
1635,2019-05-18 14:49:00,27,27
1636,2019-05-19 14:52:00,34,42
1637,2019-05-20 14:53:00,34,42
1638,2019-05-21 14:52:00,62,74
1639,2019-05-22 14:55:00,20,25
1640,2019-05-23 14:50:00,17,17
1641,2019-05-24 14:50:00,32,40
1642,2019-05-25 14:49:00,7,7
1643,2019-05-26 14:49:00,38,45
1644,2019-05-27 14:59:00,35,41
1645,2019-05-28 14:47:00,15,15
1646,2019-05-29 14:53:00,18,18
1647,2019-05-30 14:51:00,22,22
1648,2019-06-02 14:52:00,30,38
1649,2019-06-03 14:47:00,33,39
1650,2019-06-04 14:48:00,39,43
1651,2019-06-05 14:50:00,34,34
1652,2019-06-06 14:58:00,20,27
1653,2019-06-07 14:54:00,26,34
1654,2019-06-08 14:50:00,20,30
1655,2019-06-09 14:51:00,8,8
1656,2019-06-10 14:50:00,20,31
1657,2019-06-11 14:50:00,59,68
1658,2019-06-12 14:53:00,11,11
1659,2019-06-13 14:53:00,39,39
1660,2019-06-14 14:47:00,29,29
1661,2019-06-15 14:53:00,28,37
1662,2019-06-16 14:50:00,17,17
1663,2019-06-17 14:49:00,22,30
1664,2019-06-18 14:47:00,13,13
1665,2019-06-19 14:55:00,10,15
1666,2019-06-20 14:53:00,28,33
1667,2019-06-21 14:49:00,38,45
1668,2019-06-22 14:54:00,35,57
1669,2019-06-24 14:49:00,23,30
1670,2019-06-25 14:48:00,27,40
1671,2019-06-26 14:58:00,9,9
1672,2019-06-27 14:49:00,21,29
1673,2019-06-28 14:48:00,23,28
1674,2019-06-29 14:49:00,28,32
1675,2019-06-30 14:47:00,26,36
1676,2019-07-01 14:52:00,19,24
1677,2019-07-02 14:53:00,35,43
1678,2019-07-03 14:54:00,20,25
1679,2019-07-05 14:47:00,16,23
1680,2019-07-06 14:48:00,36,36
1681,2019-07-07 14:51:00,13,19
1682,2019-07-08 14:50:00,9,9
1683,2019-07-09 14:49:00,30,42
1684,2019-07-10 14:55:00,10,10
1685,2019-07-11 14:49:00,17,21
1686,2019-07-12 14:51:00,19,19
1687,2019-07-13 14:51:00,3,3
1688,2019-07-14 14:47:00,39,46
1689,2019-07-15 14:49:00,25,33
1690,2019-07-16 14:52:00,16,16
1691,2019-07-17 14:51:00,38,43
1692,2019-07-18 14:52:00,13,13
1693,2019-07-19 14:53:00,34,34
1694,2019-07-21 14:56:00,45,55
1695,2019-07-22 14:48:00,18,18
1696,2019-07-23 14:55:00,13,18
1697,2019-07-24 14:51:00,17,26
1698,2019-07-25 14:54:00,9,9
1699,2019-07-29 14:54:00,19,19
1700,2019-07-30 14:53:00,18,26
1701,2019-07-31 14:52:00,11,17
1702,2019-08-01 14:51:00,19,25
1703,2019-08-02 14:54:00,7,7
1704,2019-08-03 14:50:00,27,35
1705,2019-08-04 14:51:00,26,39
1706,2019-08-05 14:53:00,7,7
1707,2019-08-06 14:47:00,8,15
1708,2019-08-07 14:50:00,12,16
1709,2019-08-08 14:54:00,37,44
1710,2019-08-09 14:49:00,23,23
1711,2019-08-10 14:48:00,41,52
1712,2019-08-11 14:47:00,45,56
1713,2019-08-12 14:47:00,23,33
1714,2019-08-13 14:50:00,22,30
1715,2019-08-14 14:55:00,9,18
1716,2019-08-16 14:52:00,25,29
1717,2019-08-17 14:52:00,23,31
1718,2019-08-18 14:51:00,10,10
1719,2019-08-19 14:53:00,25,25
1720,2019-08-20 14:53:00,8,8
1721,2019-08-21 14:49:00,28,35
1722,2019-08-22 14:50:00,32,32
1723,2019-08-23 14:49:00,35,42
1724,2019-08-24 14:48:00,6,6
1725,2019-08-25 14:49:00,8,8
1726,2019-08-26 14:56:00,6,6
1727,2019-08-27 14:49:00,10,17
1728,2019-08-28 14:52:00,26,30
1729,2019-08-29 14:49:00,17,24
1730,2019-08-30 14:50:00,31,46
1731,2019-08-31 14:50:00,35,42
1732,2019-09-02 14:48:00,33,46
1733,2019-09-03 14:56:00,9,9
1734,2019-09-04 14:48:00,39,55
1735,2019-09-05 14:50:00,5,5
1736,2019-09-06 14:56:00,13,13
1737,2019-09-07 14:47:00,16,25
1738,2019-09-08 14:49:00,33,38
1739,2019-09-09 14:48:00,4,4
1740,2019-09-10 14:50:00,28,28
1741,2019-09-12 14:50:00,6,6
1742,2019-09-14 14:49:00,50,58
1743,2019-09-15 14:51:00,45,49
1744,2019-09-16 14:51:00,33,43
1745,2019-09-17 14:51:00,13,13
1746,2019-09-19 14:50:00,5,5
1747,2019-09-20 14:50:00,17,17
1748,2019-09-21 14:48:00,15,20
1749,2019-09-22 14:49:00,27,32
1750,2019-09-23 14:48:00,48,57
1751,2019-09-24 14:53:00,30,36
1752,2019-09-25 14:55:00,20,20
1753,2019-09-26 14:51:00,40,47
1754,2019-09-27 14:53:00,14,14
1755,2019-09-28 14:49:00,28,39
1756,2019-09-29 14:51:00,29,29
1757,2019-09-30 14:47:00,14,14
1758,2019-10-01 14:48:00,39,39
1759,2019-10-02 14:52:00,41,41
1760,2019-10-03 14:52:00,14,14
1761,2019-10-04 14:48:00,60,66
1762,2019-10-05 14:48:00,7,7
1763,2019-10-06 14:48:00,52,63
1764,2019-10-07 14:48:00,36,44
1765,2019-10-08 14:52:00,25,35
1766,2019-10-09 14:56:00,20,26
1767,2019-10-10 14:54:00,45,49
1768,2019-10-11 14:52:00,47,58
1769,2019-10-12 14:50:00,9,9
1770,2019-10-13 14:53:00,19,19
1771,2019-10-14 14:51:00,33,47
1772,2019-10-15 14:53:00,20,30
1773,2019-10-16 14:47:00,31,35
1774,2019-10-17 14:54:00,18,18
1775,2019-10-18 14:52:00,51,64
1776,2019-10-19 14:49:00,36,36
1777,2019-10-20 14:53:00,20,20
1778,2019-10-21 14:48:00,9,9
1779,2019-10-22 14:51:00,34,37
1780,2019-10-23 14:48:00,47,55
1781,2019-10-24 14:50:00,46,57
1782,2019-10-25 14:53:00,31,38
1783,2019-10-26 14:51:00,24,33
1784,2019-10-27 14:52:00,38,45
1785,2019-10-28 14:50:00,12,12
1786,2019-10-29 14:51:00,30,36
1787,2019-10-30 14:49:00,17,27
1788,2019-10-31 14:50:00,40,50
1789,2019-11-01 14:51:00,78,87
1790,2019-11-02 14:49:00,15,15
1791,2019-11-03 14:48:00,42,45
1792,2019-11-04 14:51:00,14,14
1793,2019-11-05 14:49:00,35,49
1794,2019-11-06 14:53:00,44,53
1795,2019-11-07 14:59:00,26,26
1796,2019-11-08 14:50:00,40,62
1797,2019-11-09 14:51:00,17,22
1798,2019-11-10 14:55:00,34,34
1799,2019-11-11 14:53:00,24,24
1800,2019-11-12 14:49:00,53,57
1801,2019-11-13 14:51:00,55,66
1802,2019-11-14 14:49:00,56,63
1803,2019-11-16 14:51:00,25,35
1804,2019-11-17 14:48:00,12,12
1805,2019-11-18 14:47:00,24,24
1806,2019-11-19 14:49:00,13,13
1807,2019-11-20 14:48:00,23,23
1808,2019-11-21 14:52:00,14,14
1809,2019-11-22 14:53:00,71,76
1810,2019-11-23 14:56:00,35,39
1811,2019-11-24 14:51:00,23,23
1812,2019-11-25 14:56:00,47,47
1813,2019-11-26 14:53:00,47,47
1814,2019-11-27 14:51:00,29,39
1815,2019-11-28 14:50:00,43,58
1816,2019-11-29 14:48:00,73,78
1817,2019-11-30 14:51:00,46,56
1818,2019-12-01 14:49:00,10,10
1819,2019-12-02 14:49:00,33,33
1820,2019-12-03 14:49:00,41,50
1821,2019-12-04 14:54:00,15,15
1822,2019-12-05 14:55:00,46,58
1823,2019-12-06 14:53:00,29,29
1824,2019-12-07 14:50:00,36,36
1825,2019-12-08 14:52:00,47,54
1826,2019-12-09 14:58:00,41,45
1827,2019-12-10 14:50:00,55,62
1828,2019-12-11 14:52:00,15,20
1829,2019-12-12 14:50:00,34,40
1830,2019-12-13 14:51:00,32,56
1831,2019-12-14 14:50:00,32,38
1832,2019-12-15 14:50:00,69,81
1833,2019-12-16 14:49:00,53,57
1834,2019-12-18 14:52:00,27,27
1835,2019-12-20 14:51:00,40,45
1836,2019-12-22 14:49:00,52,60
1837,2019-12-23 14:50:00,55,61
1838,2019-12-24 14:53:00,46,54
1839,2019-12-25 14:51:00,18,18
1840,2019-12-26 14:51:00,8,8
1841,2019-12-27 14:54:00,62,67
1842,2019-12-28 14:48:00,49,49
1843,2019-12-30 14:52:00,30,30
1844,2019-12-31 14:47:00,11,11
1845,2020-01-01 14:53:00,61,69
1846,2020-01-02 14:50:00,51,62
1847,2020-01-03 14:48:00,42,48
1848,2020-01-07 14:47:00,31,31
1849,2020-01-08 14:49:00,57,65
1850,2020-01-09 14:54:00,33,33
1851,2020-01-11 14:47:00,68,84
1852,2020-01-12 14:51:00,61,69
1853,2020-01-13 14:48:00,51,57
1854,2020-01-14 14:49:00,31,37
1855,2020-01-15 14:56:00,47,47
1856,2020-01-16 14:53:00,51,78
1857,2020-01-17 14:53:00,60,73
1858,2020-01-18 14:53:00,27,27
1859,2020-01-19 14:58:00,40,47
1860,2020-01-20 14:54:00,53,58
1861,2020-01-21 14:54:00,29,29
1862,2020-01-22 14:56:00,38,47
1863,2020-01-23 14:50:00,32,32
1864,2020-01-24 14:47:00,12,12
1865,2020-01-25 14:50:00,52,57
1866,2020-01-26 14:49:00,37,37
1867,2020-01-28 14:47:00,23,29
1868,2020-01-29 14:51:00,33,33
1869,2020-01-30 14:52:00,12,12
1870,2020-02-02 14:51:00,14,14
1871,2020-02-03 14:53:00,55,55
1872,2020-02-04 14:57:00,39,48
1873,2020-02-06 14:47:00,27,41
1874,2020-02-07 14:47:00,36,46
1875,2020-02-08 14:50:00,66,73
1876,2020-02-09 14:49:00,42,49
1877,2020-02-10 14:48:00,44,44
1878,2020-02-11 14:47:00,37,42
1879,2020-02-13 14:52:00,31,31
1880,2020-02-14 14:52:00,56,65
1881,2020-02-15 14:53:00,45,53
1882,2020-02-16 14:53:00,41,41
1883,2020-02-17 14:51:00,48,48
1884,2020-02-18 14:52:00,51,55
1885,2020-02-19 14:52:00,58,72
1886,2020-02-21 14:49:00,34,48
1887,2020-02-23 14:54:00,23,23
1888,2020-02-24 14:51:00,31,38
1889,2020-02-25 14:52:00,13,13
1890,2020-02-26 14:51:00,21,21
1891,2020-02-27 14:52:00,40,48
1892,2020-02-28 14:49:00,52,58
1893,2020-02-29 14:50:00,33,38
1894,2020-03-01 14:52:00,33,33
1895,2020-03-02 14:51:00,43,54
1896,2020-03-03 14:49:00,18,18
1897,2020-03-04 14:47:00,87,96
1898,2020-03-05 14:48:00,45,48
1899,2020-03-06 14:59:00,7,7
1900,2020-03-07 14:48:00,36,45
1901,2020-03-08 14:47:00,41,58
1902,2020-03-09 14:50:00,45,53
1903,2020-03-10 14:51:00,42,57
1904,2020-03-11 14:52:00,30,30
1905,2020-03-12 14:53:00,21,21
1906,2020-03-13 14:57:00,64,76
1907,2020-03-15 14:54:00,31,40
1908,2020-03-16 14:47:00,15,15
1909,2020-03-17 14:50:00,45,45
1910,2020-03-18 14:53:00,19,26
1911,2020-03-19 14:48:00,27,31
1912,2020-03-20 14:53:00,64,74
1913,2020-03-21 14:48:00,45,45
1914,2020-03-22 14:51:00,6,6
1915,2020-03-23 14:48:00,26,33
1916,2020-03-24 14:49:00,33,44
1917,2020-03-25 14:53:00,10,22
1918,2020-03-26 14:51:00,20,20
1919,2020-03-27 14:51:00,50,59
1920,2020-03-28 14:56:00,16,16
1921,2020-03-29 14:54:00,43,56
1922,2020-03-31 14:56:00,6,6
1923,2020-04-01 14:51:00,4,4
1924,2020-04-02 14:47:00,25,32
1925,2020-04-03 14:52:00,58,67
1926,2020-04-05 14:49:00,28,28
1927,2020-04-07 14:48:00,40,52
1928,2020-04-08 14:49:00,23,31
1929,2020-04-09 14:52:00,39,46
1930,2020-04-10 14:49:00,54,73
1931,2020-04-11 14:51:00,58,65
1932,2020-04-12 14:51:00,20,28
1933,2020-04-13 14:53:00,56,69
1934,2020-04-14 14:52:00,37,44
1935,2020-04-15 14:49:00,37,43
1936,2020-04-16 14:47:00,27,27
1937,2020-04-17 14:57:00,51,59
1938,2020-04-18 14:51:00,7,7
1939,2020-04-20 14:51:00,4,4
1940,2020-04-21 14:52:00,33,33
1941,2020-04-22 14:52:00,68,78
1942,2020-04-23 14:52:00,46,57
1943,2020-04-24 14:53:00,5,5
1944,2020-04-25 14:48:00,13,20
1945,2020-04-26 14:51:00,19,24
1946,2020-04-27 14:49:00,56,66
1947,2020-04-28 14:54:00,10,10
1948,2020-04-29 14:47:00,21,21
1949,2020-04-30 14:47:00,59,66
1950,2020-05-01 14:47:00,24,24
1951,2020-05-02 14:48:00,45,56
1952,2020-05-03 14:50:00,41,52
1953,2020-05-04 14:54:00,36,36
1954,2020-05-05 14:47:00,36,42
1955,2020-05-06 14:54:00,4,4
1956,2020-05-07 14:51:00,23,32
1957,2020-05-08 14:54:00,37,47
1958,2020-05-09 14:50:00,65,76
1959,2020-05-10 14:59:00,65,73
1960,2020-05-11 14:51:00,30,33
1961,2020-05-12 14:51:00,52,58
1962,2020-05-14 14:47:00,36,46
1963,2020-05-15 14:47:00,29,35
1964,2020-05-17 14:50:00,16,22
1965,2020-05-18 14:50:00,6,6
1966,2020-05-19 14:52:00,9,9
1967,2020-05-20 14:57:00,7,7
1968,2020-05-21 14:51:00,28,36
1969,2020-05-22 14:57:00,29,38
1970,2020-05-23 14:56:00,6,6
1971,2020-05-24 14:57:00,4,4
1972,2020-05-25 14:53:00,16,20
1973,2020-05-26 14:55:00,10,15
1974,2020-05-27 14:51:00,6,6
1975,2020-05-28 14:48:00,18,24
1976,2020-05-30 14:49:00,21,30
1977,2020-05-31 14:52:00,44,49
1978,2020-06-01 14:53:00,39,49
1979,2020-06-02 14:53:00,22,22
1980,2020-06-03 14:54:00,32,32
1981,2020-06-04 14:51:00,42,51
1982,2020-06-05 14:52:00,29,34
1983,2020-06-06 14:58:00,27,40
1984,2020-06-07 14:55:00,24,33
1985,2020-06-08 14:56:00,35,41
1986,2020-06-09 14:57:00,24,24
1987,2020-06-10 14:57:00,13,20
1988,2020-06-11 14:54:00,42,52
1989,2020-06-12 14:54:00,32,32
1990,2020-06-13 14:52:00,5,5
1991,2020-06-14 14:56:00,1,1
1992,2020-06-15 14:49:00,2,2
1993,2020-06-16 14:53:00,5,5
1994,2020-06-17 14:53:00,7,16
1995,2020-06-18 14:50:00,5,15
1996,2020-06-19 14:55:00,2,2
1997,2020-06-20 14:54:00,4,4
1998,2020-06-21 14:51:00,5,5
1999,2020-06-22 14:49:00,9,9
2000,2020-06-23 14:54:00,17,26
2001,2020-06-24 14:49:00,32,41
2002,2020-06-25 14:51:00,27,36
2003,2020-06-26 14:51:00,22,28
2004,2020-06-27 14:51:00,9,17
2005,2020-06-28 14:57:00,5,5
2006,2020-06-29 14:48:00,30,30
2007,2020-06-30 14:48:00,18,21
2008,2020-07-01 14:54:00,2,2
2009,2020-07-02 14:57:00,19,28
2010,2020-07-03 14:54:00,7,7
2011,2020-07-04 14:53:00,12,12
2012,2020-07-05 14:50:00,11,27
2013,2020-07-06 14:58:00,13,18
2014,2020-07-07 14:52:00,10,15
2015,2020-07-08 14:52:00,25,27
2016,2020-07-09 14:54:00,13,17
2017,2020-07-10 14:50:00,18,28
2018,2020-07-11 14:47:00,35,48
2019,2020-07-12 14:51:00,46,54
2020,2020-07-13 14:57:00,13,13
2021,2020-07-14 14:56:00,13,13
2022,2020-07-15 14:55:00,9,9
2023,2020-07-16 14:58:00,4,4
2024,2020-07-17 14:55:00,37,37
2025,2020-07-18 14:56:00,33,39
2026,2020-07-19 14:53:00,31,41
2027,2020-07-20 14:54:00,37,47
2028,2020-07-21 14:56:00,24,36
2029,2020-07-22 14:49:00,18,18
2030,2020-07-23 14:48:00,19,19
2031,2020-07-24 14:52:00,5,5
2032,2020-07-25 14:54:00,14,14
2033,2020-07-26 14:48:00,51,57
2034,2020-07-27 14:50:00,36,43
2035,2020-07-28 14:53:00,40,46
2036,2020-07-30 14:50:00,12,22
2037,2020-07-31 14:53:00,9,9
2038,2020-08-01 14:51:00,11,11
2039,2020-08-02 14:55:00,35,43
2040,2020-08-03 14:52:00,53,61
2041,2020-08-04 14:56:00,29,37
2042,2020-08-05 14:54:00,39,46
2043,2020-08-06 14:54:00,34,42
2044,2020-08-08 14:54:00,9,9
2045,2020-08-09 14:53:00,18,24
2046,2020-08-10 14:57:00,19,19
2047,2020-08-11 14:54:00,9,17
2048,2020-08-12 14:53:00,23,33
2049,2020-08-14 14:48:00,5,5
2050,2020-08-15 14:52:00,7,7
2051,2020-08-16 14:47:00,11,11
2052,2020-08-17 14:47:00,4,4
2053,2020-08-18 14:48:00,24,36
2054,2020-08-19 14:55:00,28,28
2055,2020-08-21 14:49:00,40,50
2056,2020-08-22 14:48:00,23,23
2057,2020-08-23 14:48:00,32,38
2058,2020-08-24 14:54:00,31,33
2059,2020-08-25 14:53:00,51,63
2060,2020-08-26 14:50:00,50,59
2061,2020-08-27 14:50:00,29,33
2062,2020-08-28 14:51:00,32,39
2063,2020-08-29 14:52:00,31,38
2064,2020-08-30 14:58:00,64,80
2065,2020-08-31 14:49:00,10,10
2066,2020-09-01 14:58:00,16,16
2067,2020-09-02 14:50:00,38,46
2068,2020-09-03 14:52:00,7,7
2069,2020-09-04 14:53:00,41,51
2070,2020-09-05 14:50:00,31,37
2071,2020-09-06 14:55:00,24,29
2072,2020-09-07 14:54:00,29,38
2073,2020-09-08 14:53:00,4,15
2074,2020-09-09 14:50:00,21,31
2075,2020-09-10 14:54:00,26,26
2076,2020-09-11 14:53:00,12,21
2077,2020-09-12 14:53:00,10,10
2078,2020-09-14 14:53:00,47,53
2079,2020-09-15 14:59:00,16,16
2080,2020-09-16 14:52:00,31,31
2081,2020-09-17 14:51:00,20,20
2082,2020-09-18 14:53:00,22,26
2083,2020-09-19 14:58:00,31,40
2084,2020-09-20 14:51:00,13,19
2085,2020-09-21 14:55:00,4,4
2086,2020-09-22 14:57:00,16,24
2087,2020-09-23 14:50:00,40,48
2088,2020-09-24 14:52:00,34,34
2089,2020-09-25 14:52:00,15,15
2090,2020-09-26 14:54:00,13,13
2091,2020-09-27 14:53:00,22,37
2092,2020-09-28 14:49:00,33,45
2093,2020-09-29 14:58:00,13,29
2094,2020-09-30 14:49:00,55,63
2095,2020-10-01 14:56:00,27,27
2096,2020-10-02 14:49:00,15,19
2097,2020-10-03 14:53:00,12,12
2098,2020-10-04 14:54:00,8,8
2099,2020-10-05 14:52:00,15,15
2100,2020-10-06 14:48:00,22,33
2101,2020-10-07 14:56:00,43,48
2102,2020-10-08 14:58:00,61,71
2103,2020-10-09 14:56:00,39,46
2104,2020-10-11 14:54:00,16,16
2105,2020-10-12 14:54:00,13,13
2106,2020-10-13 14:58:00,30,39
2107,2020-10-14 14:50:00,46,52
2108,2020-10-15 14:58:00,34,46
2109,2020-10-16 14:50:00,22,22
2110,2020-10-17 14:47:00,62,73
2111,2020-10-18 14:56:00,24,29
2112,2020-10-19 14:55:00,27,27
2113,2020-10-21 14:56:00,39,52
2114,2020-10-22 14:54:00,30,30
2115,2020-10-23 14:52:00,36,47
2116,2020-10-24 14:50:00,35,39
2117,2020-10-26 14:56:00,31,60
2118,2020-10-27 14:54:00,40,44
2119,2020-10-28 14:54:00,31,31
2120,2020-10-29 14:50:00,18,18
2121,2020-10-30 14:58:00,21,21
2122,2020-10-31 14:52:00,16,16
2123,2020-11-01 14:52:00,35,47
2124,2020-11-02 14:50:00,73,83
2125,2020-11-03 14:50:00,56,65
2126,2020-11-04 14:54:00,39,46
2127,2020-11-05 14:54:00,39,48
2128,2020-11-06 14:52:00,40,40
2129,2020-11-07 14:53:00,39,39
2130,2020-11-08 14:56:00,27,33
2131,2020-11-09 14:55:00,28,34
2132,2020-11-10 14:53:00,37,45
2133,2020-11-11 14:50:00,48,54
2134,2020-11-12 14:54:00,29,34
2135,2020-11-13 14:50:00,27,31
2136,2020-11-14 14:52:00,42,42
2137,2020-11-15 14:50:00,47,52
2138,2020-11-16 14:55:00,47,54
2139,2020-11-17 14:52:00,48,54
2140,2020-11-18 14:52:00,48,61
2141,2020-11-19 14:58:00,51,60
2142,2020-11-20 14:55:00,53,62
2143,2020-11-21 14:51:00,48,48
