,date,sknt,gust
733,2016-09-26 14:56:00,10,10
734,2016-09-27 14:49:00,7,7
735,2016-09-28 14:54:00,4,4
736,2016-09-29 14:48:00,6,6
737,2016-09-30 14:57:00,19,19
738,2016-10-01 14:47:00,9,9
739,2016-10-02 14:53:00,15,15
740,2016-10-03 14:54:00,9,9
741,2016-10-04 14:51:00,5,5
742,2016-10-05 14:59:00,11,11
743,2016-10-06 14:49:00,12,12
744,2016-10-07 14:51:00,18,22
745,2016-10-08 14:51:00,23,43
746,2016-10-09 14:48:00,23,23
747,2016-10-10 14:53:00,32,42
748,2016-10-11 14:54:00,14,14
749,2016-10-12 14:54:00,33,33
750,2016-10-13 14:53:00,28,28
751,2016-10-14 14:51:00,36,36
752,2016-10-15 14:51:00,10,10
753,2016-10-16 14:50:00,33,47
754,2016-10-17 14:52:00,34,34
755,2016-10-18 14:54:00,46,58
756,2016-10-19 14:55:00,46,49
757,2016-10-20 14:56:00,14,14
758,2016-10-21 14:56:00,36,48
759,2016-10-22 14:51:00,5,5
760,2016-10-23 14:51:00,73,82
761,2016-10-24 14:49:00,64,74
762,2016-10-25 14:58:00,60,64
763,2016-10-26 14:52:00,8,8
764,2016-10-27 14:48:00,17,17
765,2016-10-28 14:49:00,40,40
766,2016-10-29 14:49:00,40,46
767,2016-10-31 14:53:00,19,19
768,2016-11-01 14:52:00,27,27
769,2016-11-02 14:47:00,38,38
770,2016-11-03 14:53:00,9,9
771,2016-11-04 14:51:00,48,55
772,2016-11-05 14:50:00,51,54
773,2016-11-06 14:52:00,28,40
774,2016-11-07 14:56:00,33,39
775,2016-11-08 14:55:00,18,18
776,2016-11-10 14:50:00,46,46
777,2016-11-11 14:49:00,62,72
778,2016-11-12 14:50:00,42,42
779,2016-11-13 14:53:00,32,36
780,2016-11-14 14:50:00,14,14
781,2016-11-15 14:53:00,19,19
782,2016-11-16 14:51:00,2,2
783,2016-11-17 14:51:00,21,26
784,2016-11-18 14:51:00,15,15
785,2016-11-19 14:54:00,15,15
786,2016-11-20 14:49:00,8,8
787,2016-11-21 14:52:00,35,42
788,2016-11-22 14:53:00,57,63
789,2016-11-23 14:49:00,52,63
790,2016-11-24 14:52:00,16,21
791,2016-11-25 14:48:00,30,30
792,2016-11-27 14:53:00,33,33
793,2016-11-29 14:48:00,39,39
794,2016-11-30 14:52:00,23,31
795,2016-12-01 14:50:00,53,53
796,2016-12-02 14:50:00,38,38
797,2016-12-03 14:53:00,57,60
798,2016-12-04 14:54:00,34,45
799,2016-12-05 14:51:00,33,33
800,2016-12-06 14:52:00,15,15
801,2016-12-07 14:54:00,35,40
802,2016-12-08 14:52:00,35,35
803,2016-12-09 14:55:00,59,67
804,2016-12-10 14:49:00,42,47
805,2016-12-11 14:50:00,30,30
806,2016-12-12 14:49:00,44,44
807,2016-12-13 14:54:00,28,28
808,2016-12-14 14:52:00,42,42
809,2016-12-15 14:53:00,43,64
810,2016-12-16 14:52:00,63,73
811,2016-12-17 14:47:00,30,36
812,2016-12-18 14:49:00,72,78
813,2016-12-19 14:53:00,24,24
814,2016-12-20 14:51:00,37,37
815,2016-12-21 14:47:00,56,59
816,2016-12-22 14:48:00,24,24
817,2016-12-23 14:51:00,49,49
818,2016-12-24 14:48:00,71,71
819,2016-12-25 14:48:00,63,67
820,2016-12-26 14:55:00,38,48
821,2016-12-27 14:48:00,67,75
822,2016-12-28 14:53:00,40,49
823,2016-12-29 14:47:00,39,39
824,2016-12-30 14:52:00,65,74
825,2016-12-31 14:49:00,46,58
826,2017-01-01 14:53:00,63,71
827,2017-01-02 14:48:00,25,25
828,2017-01-03 14:53:00,41,50
829,2017-01-04 14:54:00,38,38
830,2017-01-05 14:49:00,53,62
831,2017-01-06 14:55:00,31,40
832,2017-01-07 14:51:00,5,5
833,2017-01-08 14:49:00,32,32
834,2017-01-09 14:54:00,30,30
835,2017-01-10 14:54:00,41,49
836,2017-01-11 14:53:00,38,38
837,2017-01-12 14:55:00,52,61
838,2017-01-14 14:54:00,37,37
839,2017-01-15 14:51:00,50,50
840,2017-01-16 14:54:00,50,55
841,2017-01-17 14:52:00,6,6
842,2017-01-18 14:50:00,13,13
843,2017-01-19 14:53:00,55,55
844,2017-01-20 14:51:00,25,25
845,2017-01-21 14:49:00,26,26
846,2017-01-22 14:53:00,30,30
847,2017-01-23 14:54:00,36,36
848,2017-01-24 14:56:00,33,50
849,2017-01-25 14:57:00,50,55
850,2017-01-26 14:55:00,44,44
851,2017-01-27 14:57:00,75,80
852,2017-01-28 14:59:00,58,63
853,2017-01-29 14:54:00,39,43
854,2017-01-30 14:51:00,31,31
855,2017-01-31 14:53:00,16,16
856,2017-02-01 14:50:00,58,67
857,2017-02-02 14:47:00,58,58
858,2017-02-03 14:49:00,38,45
859,2017-02-04 14:54:00,55,65
860,2017-02-05 14:52:00,43,43
861,2017-02-06 14:51:00,60,68
862,2017-02-07 14:52:00,25,30
863,2017-02-09 14:54:00,15,15
864,2017-02-10 14:54:00,60,60
865,2017-02-11 14:55:00,22,22
866,2017-02-12 14:48:00,30,30
867,2017-02-14 14:51:00,26,26
868,2017-02-15 14:50:00,38,41
869,2017-02-16 14:51:00,46,55
870,2017-02-17 14:52:00,46,63
871,2017-02-18 14:53:00,51,51
872,2017-02-19 14:50:00,53,67
873,2017-02-20 14:50:00,27,32
874,2017-02-21 14:51:00,28,36
875,2017-02-22 14:52:00,24,24
876,2017-02-23 14:58:00,46,55
877,2017-02-24 14:48:00,54,65
878,2017-02-25 14:54:00,57,75
879,2017-02-26 14:53:00,58,64
880,2017-02-27 14:50:00,59,66
881,2017-02-28 14:53:00,13,20
882,2017-03-01 14:50:00,61,72
883,2017-03-02 14:49:00,70,81
884,2017-03-03 14:55:00,35,43
885,2017-03-04 14:51:00,60,73
886,2017-03-05 14:53:00,29,39
887,2017-03-06 14:51:00,26,26
888,2017-03-07 14:51:00,41,54
889,2017-03-08 14:55:00,33,42
890,2017-03-09 14:49:00,66,71
891,2017-03-10 14:54:00,22,22
892,2017-03-11 14:53:00,80,94
893,2017-03-12 14:51:00,32,42
894,2017-03-13 14:48:00,16,16
895,2017-03-14 14:58:00,76,83
896,2017-03-15 14:52:00,27,27
897,2017-03-16 14:56:00,44,64
898,2017-03-17 14:50:00,39,46
899,2017-03-18 14:52:00,8,8
900,2017-03-20 14:52:00,17,17
901,2017-03-21 14:47:00,21,21
902,2017-03-22 14:51:00,64,71
903,2017-03-23 14:53:00,56,64
904,2017-03-24 14:52:00,40,40
905,2017-03-25 14:54:00,28,28
906,2017-03-26 14:57:00,14,14
907,2017-03-27 14:50:00,21,21
908,2017-03-28 14:47:00,26,26
909,2017-03-30 14:54:00,9,19
910,2017-03-31 14:53:00,12,12
911,2017-04-01 14:52:00,10,10
912,2017-04-02 14:52:00,40,49
913,2017-04-03 14:55:00,29,29
914,2017-04-04 14:50:00,46,46
915,2017-04-05 14:49:00,18,18
916,2017-04-06 14:53:00,37,43
917,2017-04-07 14:58:00,13,13
918,2017-04-08 14:55:00,66,69
919,2017-04-09 14:51:00,36,36
920,2017-04-10 14:52:00,28,42
921,2017-04-11 14:53:00,34,34
922,2017-04-12 14:51:00,35,48
923,2017-04-13 14:49:00,55,59
924,2017-04-14 14:54:00,9,23
925,2017-04-15 14:54:00,26,37
926,2017-04-16 14:50:00,38,38
927,2017-04-17 14:53:00,51,59
928,2017-04-18 14:52:00,3,3
929,2017-04-19 14:54:00,24,36
930,2017-04-21 14:47:00,40,40
931,2017-04-22 14:53:00,14,14
932,2017-04-23 14:55:00,16,16
933,2017-04-24 14:55:00,36,41
934,2017-04-25 14:48:00,34,34
935,2017-04-26 14:49:00,36,44
936,2017-04-27 14:50:00,10,10
937,2017-04-28 14:52:00,28,34
938,2017-04-29 14:50:00,41,50
939,2017-04-30 14:53:00,10,10
940,2017-05-01 14:52:00,25,25
941,2017-05-02 14:49:00,33,33
942,2017-05-03 14:53:00,51,56
943,2017-05-04 14:58:00,10,14
944,2017-05-05 14:50:00,30,41
945,2017-05-06 14:50:00,39,63
946,2017-05-07 14:51:00,29,33
947,2017-05-08 14:56:00,15,15
948,2017-05-09 14:52:00,4,4
949,2017-05-10 14:49:00,30,35
950,2017-05-11 14:49:00,17,17
951,2017-05-12 14:54:00,5,5
952,2017-05-13 14:50:00,21,29
953,2017-05-14 14:54:00,26,26
954,2017-05-15 14:53:00,40,49
955,2017-05-16 14:47:00,43,49
956,2017-05-17 14:53:00,41,47
957,2017-05-18 14:54:00,31,35
958,2017-05-19 14:52:00,56,67
959,2017-05-20 14:50:00,15,21
960,2017-05-22 14:48:00,16,16
961,2017-05-23 14:50:00,24,29
962,2017-05-24 14:56:00,2,2
963,2017-05-25 14:52:00,45,52
964,2017-05-26 14:49:00,4,4
965,2017-05-27 14:48:00,7,7
966,2017-05-28 14:50:00,4,4
967,2017-05-29 14:51:00,31,31
968,2017-05-30 14:48:00,30,38
969,2017-05-31 14:59:00,31,36
970,2017-06-01 14:57:00,34,45
971,2017-06-02 14:51:00,30,40
972,2017-06-03 14:47:00,34,42
973,2017-06-04 14:49:00,12,12
974,2017-06-05 14:59:00,27,33
975,2017-06-06 14:55:00,40,50
976,2017-06-07 14:50:00,17,22
977,2017-06-08 14:52:00,11,17
978,2017-06-09 14:50:00,41,51
979,2017-06-10 14:49:00,19,19
980,2017-06-11 14:51:00,56,66
981,2017-06-12 14:49:00,31,45
982,2017-06-13 14:52:00,42,52
983,2017-06-14 14:52:00,21,32
984,2017-06-15 14:57:00,12,12
985,2017-06-16 14:55:00,21,37
986,2017-06-17 14:49:00,11,11
987,2017-06-18 14:52:00,21,35
988,2017-06-19 14:51:00,26,35
989,2017-06-20 14:57:00,34,40
990,2017-06-21 14:53:00,42,47
991,2017-06-22 14:51:00,32,37
992,2017-06-23 14:47:00,37,50
993,2017-06-24 14:49:00,31,39
994,2017-06-25 14:50:00,16,16
995,2017-06-26 14:47:00,22,22
996,2017-06-27 14:52:00,16,16
997,2017-06-28 14:49:00,34,34
998,2017-06-29 14:52:00,37,42
999,2017-06-30 14:51:00,36,41
1000,2017-07-01 14:47:00,22,30
1001,2017-07-02 14:48:00,39,47
1002,2017-07-03 14:55:00,40,46
1003,2017-07-04 14:50:00,28,35
1004,2017-07-05 14:56:00,3,3
1005,2017-07-06 14:49:00,22,30
1006,2017-07-07 14:48:00,11,11
1007,2017-07-08 14:48:00,19,30
1008,2017-07-09 14:47:00,30,30
1009,2017-07-10 14:50:00,20,20
1010,2017-07-11 14:51:00,9,9
1011,2017-07-12 14:54:00,12,12
1012,2017-07-13 14:52:00,11,11
1013,2017-07-14 14:50:00,10,10
1014,2017-07-15 14:52:00,6,17
1015,2017-07-16 14:48:00,10,19
1016,2017-07-17 14:58:00,16,23
1017,2017-07-18 14:52:00,19,30
1018,2017-07-19 14:50:00,21,29
1019,2017-07-20 14:51:00,26,26
1020,2017-07-21 14:52:00,31,36
1021,2017-07-22 14:51:00,36,40
1022,2017-07-23 14:53:00,16,22
1023,2017-07-24 14:50:00,26,32
1024,2017-07-25 14:49:00,4,4
1025,2017-07-26 14:49:00,9,9
1026,2017-07-27 14:48:00,32,39
1027,2017-07-28 14:49:00,5,5
1028,2017-07-29 14:51:00,8,8
1029,2017-07-30 14:50:00,12,20
1030,2017-07-31 14:58:00,18,18
1031,2017-08-01 14:54:00,11,11
1032,2017-08-02 14:49:00,9,9
1033,2017-08-03 14:50:00,1,1
1034,2017-08-04 14:49:00,17,26
1035,2017-08-05 14:48:00,35,44
1036,2017-08-06 14:50:00,60,67
1037,2017-08-07 14:50:00,20,20
1038,2017-08-08 14:52:00,21,26
1039,2017-08-09 14:51:00,34,38
1040,2017-08-10 14:54:00,20,24
1041,2017-08-11 14:48:00,15,20
1042,2017-08-12 14:49:00,17,17
1043,2017-08-13 14:49:00,31,43
1044,2017-08-14 14:51:00,12,18
1045,2017-08-15 14:50:00,14,14
1046,2017-08-16 14:49:00,36,42
1047,2017-08-17 14:47:00,39,45
1048,2017-08-18 14:49:00,15,24
1049,2017-08-19 14:48:00,19,25
1050,2017-08-20 14:48:00,42,47
1051,2017-08-21 14:49:00,35,35
1052,2017-08-22 14:51:00,28,38
1053,2017-08-23 14:55:00,33,42
1054,2017-08-24 14:53:00,25,32
1055,2017-08-25 14:48:00,30,34
1056,2017-08-26 14:55:00,16,21
1057,2017-08-27 14:50:00,1,1
1058,2017-08-28 14:51:00,5,5
1059,2017-08-29 14:55:00,13,13
1060,2017-08-30 14:51:00,10,19
1061,2017-08-31 14:48:00,43,55
1062,2017-09-01 14:50:00,60,70
1063,2017-09-02 14:53:00,2,2
1064,2017-09-03 14:49:00,27,27
1065,2017-09-04 14:50:00,30,39
1066,2017-09-05 14:54:00,39,52
1067,2017-09-06 14:52:00,16,16
1068,2017-09-07 14:55:00,37,37
1069,2017-09-08 14:49:00,23,29
1070,2017-09-09 14:51:00,6,6
1071,2017-09-10 14:50:00,23,34
1072,2017-09-11 14:54:00,24,28
1073,2017-09-12 14:54:00,39,46
1074,2017-09-13 14:54:00,7,7
1075,2017-09-14 14:49:00,7,7
1076,2017-09-15 14:51:00,6,6
1077,2017-09-16 14:49:00,6,6
1078,2017-09-17 14:49:00,10,10
1079,2017-09-18 14:50:00,4,4
1080,2017-09-19 14:51:00,7,7
1081,2017-09-20 14:53:00,26,33
1082,2017-09-21 14:52:00,26,30
1083,2017-09-23 14:50:00,25,26
1084,2017-09-24 14:50:00,16,19
1085,2017-09-26 14:53:00,7,7
1086,2017-09-27 14:50:00,17,17
1087,2017-09-28 14:52:00,37,47
1088,2017-09-29 14:51:00,5,5
1089,2017-09-30 14:52:00,5,5
1090,2017-10-01 14:50:00,24,24
1091,2017-10-02 14:49:00,3,3
1092,2017-10-03 14:50:00,12,12
1093,2017-10-04 14:59:00,37,42
1094,2017-10-06 14:52:00,48,57
1095,2017-10-07 14:52:00,37,51
1096,2017-10-08 14:51:00,60,78
1097,2017-10-09 14:48:00,31,47
1098,2017-10-10 14:54:00,30,38
1099,2017-10-11 14:52:00,14,14
1100,2017-10-12 14:51:00,3,3
1101,2017-10-13 14:49:00,32,41
1102,2017-10-14 14:50:00,29,35
1103,2017-10-15 14:47:00,50,57
1104,2017-10-16 14:49:00,31,31
1105,2017-10-17 14:47:00,18,18
1106,2017-10-18 14:59:00,31,31
1107,2017-10-19 14:50:00,37,45
1108,2017-10-20 14:55:00,64,70
1109,2017-10-21 14:50:00,33,42
1110,2017-10-22 14:52:00,21,21
1111,2017-10-23 14:48:00,24,33
1112,2017-10-24 14:48:00,44,66
1113,2017-10-25 14:49:00,35,45
1114,2017-10-26 14:50:00,11,19
1115,2017-10-27 14:53:00,37,37
1116,2017-10-28 14:47:00,37,44
1117,2017-10-29 14:51:00,40,54
1118,2017-10-30 14:51:00,68,73
1119,2017-10-31 14:49:00,39,51
1120,2017-11-01 14:49:00,16,16
1121,2017-11-02 14:47:00,34,45
1122,2017-11-03 14:48:00,43,53
1123,2017-11-04 14:52:00,19,19
1124,2017-11-05 14:53:00,45,55
1125,2017-11-06 14:49:00,32,37
1126,2017-11-07 14:56:00,26,26
1127,2017-11-08 14:55:00,9,9
1128,2017-11-09 14:51:00,22,30
1129,2017-11-10 14:52:00,62,72
1130,2017-11-11 14:51:00,24,33
1131,2017-11-12 14:51:00,23,31
1132,2017-11-13 14:51:00,22,22
1133,2017-11-14 14:49:00,12,12
1134,2017-11-15 14:54:00,11,11
1135,2017-11-16 14:52:00,20,25
1136,2017-11-17 14:55:00,70,79
1137,2017-11-18 14:54:00,34,34
1138,2017-11-19 14:49:00,62,71
1139,2017-11-20 14:54:00,57,61
1140,2017-11-21 14:55:00,47,57
1141,2017-11-22 14:50:00,22,22
1142,2017-11-23 14:59:00,32,32
1143,2017-11-24 14:58:00,43,48
1144,2017-11-25 14:54:00,42,48
1145,2017-11-26 14:48:00,53,57
1146,2017-11-27 14:50:00,63,69
1147,2017-11-28 14:49:00,48,52
1148,2017-11-29 14:54:00,64,71
1149,2017-11-30 14:53:00,43,53
1150,2017-12-01 14:54:00,36,44
1151,2017-12-02 14:51:00,16,16
1152,2017-12-04 14:59:00,2,2
1153,2017-12-05 14:57:00,44,57
1154,2017-12-06 14:52:00,31,31
1155,2017-12-07 14:50:00,50,57
1156,2017-12-08 14:58:00,23,23
1157,2017-12-09 14:56:00,8,8
1158,2017-12-10 14:50:00,62,70
1159,2017-12-11 14:52:00,41,47
1160,2017-12-12 14:52:00,42,48
1161,2017-12-13 14:55:00,52,62
1162,2017-12-14 14:59:00,62,68
1163,2017-12-15 14:51:00,31,31
1164,2017-12-16 14:55:00,24,24
1165,2017-12-17 14:48:00,42,42
1166,2017-12-18 14:52:00,44,44
1167,2017-12-19 14:52:00,46,53
1168,2017-12-20 14:53:00,60,67
1169,2017-12-21 14:55:00,39,39
1170,2017-12-22 14:53:00,34,41
1171,2017-12-23 14:54:00,36,42
1172,2017-12-24 14:54:00,33,33
1173,2017-12-25 14:50:00,69,76
1174,2017-12-26 14:53:00,52,57
1175,2017-12-27 14:51:00,73,78
1176,2017-12-28 14:50:00,36,36
1177,2017-12-29 14:55:00,19,19
1178,2017-12-30 14:48:00,26,26
1179,2017-12-31 14:54:00,47,59
1180,2018-01-01 14:53:00,44,52
1181,2018-01-02 14:50:00,53,58
1182,2018-01-03 14:49:00,27,35
1183,2018-01-04 14:56:00,43,53
1184,2018-01-05 14:50:00,54,66
1185,2018-01-06 14:53:00,74,80
1186,2018-01-07 14:51:00,41,41
1187,2018-01-09 14:49:00,72,81
1188,2018-01-10 14:58:00,27,35
1189,2018-01-11 14:53:00,53,64
1190,2018-01-12 14:53:00,58,72
1191,2018-01-13 14:57:00,49,64
1192,2018-01-16 14:50:00,31,41
1193,2018-01-17 14:49:00,16,16
1194,2018-01-18 14:55:00,35,35
1195,2018-01-19 14:52:00,26,26
1196,2018-01-20 14:54:00,53,73
1197,2018-01-21 14:52:00,41,47
1198,2018-01-22 14:51:00,19,25
1199,2018-01-23 14:55:00,35,45
1200,2018-01-24 14:54:00,73,73
1201,2018-01-25 14:55:00,53,68
1202,2018-01-26 14:54:00,18,18
1203,2018-01-27 14:57:00,50,57
1204,2018-01-28 14:55:00,43,50
1205,2018-01-29 14:51:00,14,14
1206,2018-01-30 14:55:00,35,46
1207,2018-01-31 14:55:00,26,26
1208,2018-02-01 14:53:00,40,45
1209,2018-02-02 14:51:00,59,64
1210,2018-02-03 14:53:00,38,38
1211,2018-02-04 14:47:00,44,59
1212,2018-02-05 14:48:00,54,59
1213,2018-02-06 14:54:00,39,39
1214,2018-02-07 14:53:00,45,53
1215,2018-02-08 14:54:00,30,35
1216,2018-02-09 14:50:00,26,26
1217,2018-02-10 14:53:00,51,64
1218,2018-02-12 14:49:00,54,66
1219,2018-02-13 14:53:00,24,24
1220,2018-02-14 14:52:00,49,49
1221,2018-02-15 14:51:00,54,70
1222,2018-02-16 14:49:00,51,62
1223,2018-02-17 14:52:00,25,32
1224,2018-02-18 14:47:00,41,46
1225,2018-02-19 14:47:00,44,50
1226,2018-02-20 14:51:00,39,48
1227,2018-02-21 14:50:00,65,71
1228,2018-02-22 14:54:00,26,32
1229,2018-02-23 14:54:00,43,52
1230,2018-02-24 14:48:00,52,59
1231,2018-02-25 14:50:00,42,47
1232,2018-02-26 14:55:00,46,60
1233,2018-02-27 14:57:00,32,40
1234,2018-02-28 14:53:00,24,24
1235,2018-03-01 14:48:00,10,10
1236,2018-03-02 14:50:00,51,66
1237,2018-03-03 14:53:00,26,37
1238,2018-03-04 14:47:00,13,13
1239,2018-03-05 14:54:00,15,15
1240,2018-03-06 14:51:00,6,6
1241,2018-03-07 14:53:00,36,42
1242,2018-03-08 14:52:00,11,15
1243,2018-03-09 14:54:00,19,24
1244,2018-03-10 14:50:00,66,73
1245,2018-03-11 14:56:00,35,35
1246,2018-03-12 14:53:00,16,16
1247,2018-03-13 14:57:00,37,41
1248,2018-03-14 14:51:00,40,48
1249,2018-03-15 14:56:00,55,66
1250,2018-03-16 14:52:00,53,61
1251,2018-03-17 14:54:00,62,74
1252,2018-03-18 14:53:00,53,64
1253,2018-03-19 14:49:00,43,53
1254,2018-03-20 14:52:00,12,23
1255,2018-03-21 14:54:00,30,30
1256,2018-03-22 14:52:00,30,41
1257,2018-03-23 14:48:00,15,15
1258,2018-03-24 14:50:00,9,9
1259,2018-03-25 14:52:00,23,23
1260,2018-03-26 14:53:00,6,6
1261,2018-03-27 14:53:00,19,26
1262,2018-03-28 14:50:00,25,25
1263,2018-03-29 14:58:00,29,29
1264,2018-03-30 14:49:00,31,31
1265,2018-03-31 14:53:00,40,48
1266,2018-04-01 14:55:00,45,57
1267,2018-04-02 14:53:00,25,33
1268,2018-04-03 14:55:00,15,22
1269,2018-04-04 14:53:00,50,61
1270,2018-04-05 14:54:00,71,82
1271,2018-04-06 14:53:00,28,34
1272,2018-04-07 14:54:00,36,47
1273,2018-04-08 14:51:00,22,28
1274,2018-04-09 14:53:00,40,40
1275,2018-04-10 14:56:00,13,13
1276,2018-04-11 14:57:00,12,15
1277,2018-04-12 14:53:00,15,22
1278,2018-04-13 14:50:00,29,29
1279,2018-04-14 14:50:00,26,33
1280,2018-04-15 14:55:00,9,9
1281,2018-04-16 14:53:00,59,76
1282,2018-04-17 14:53:00,25,25
1283,2018-04-18 14:51:00,40,40
1284,2018-04-19 14:48:00,12,12
1285,2018-04-20 14:54:00,57,62
1286,2018-04-21 14:53:00,36,49
1287,2018-04-22 14:52:00,34,41
1288,2018-04-23 14:55:00,3,3
1289,2018-04-24 14:47:00,10,10
1290,2018-04-25 14:52:00,49,49
1291,2018-04-26 14:51:00,31,31
1292,2018-04-27 14:55:00,12,12
1293,2018-04-28 14:49:00,16,16
1294,2018-04-29 14:51:00,12,12
1295,2018-04-30 14:53:00,24,24
1296,2018-05-01 14:59:00,38,46
1297,2018-05-02 14:48:00,36,42
1298,2018-05-03 14:49:00,39,54
1299,2018-05-04 14:54:00,35,42
1300,2018-05-05 14:53:00,43,56
1301,2018-05-06 14:51:00,8,16
1302,2018-05-07 14:47:00,16,32
1303,2018-05-08 14:53:00,14,14
1304,2018-05-09 14:51:00,13,19
1305,2018-05-10 14:51:00,19,42
1306,2018-05-11 14:54:00,40,48
1307,2018-05-12 14:56:00,12,17
1308,2018-05-13 14:51:00,9,20
1309,2018-05-14 14:55:00,34,40
1310,2018-05-15 14:49:00,29,29
1311,2018-05-17 14:50:00,31,36
1312,2018-05-18 14:55:00,7,7
1313,2018-05-19 14:50:00,33,39
1314,2018-05-20 14:56:00,35,47
1315,2018-05-21 14:53:00,43,52
1316,2018-05-22 14:48:00,20,28
1317,2018-05-23 14:49:00,41,55
1318,2018-05-24 14:55:00,38,46
1319,2018-05-25 14:54:00,50,55
1320,2018-05-26 14:59:00,28,28
1321,2018-05-28 14:49:00,21,21
1322,2018-05-29 14:51:00,17,26
1323,2018-05-31 14:51:00,8,18
1324,2018-06-01 14:49:00,9,9
1325,2018-06-02 14:49:00,23,28
1326,2018-06-04 14:56:00,15,15
1327,2018-06-05 14:50:00,18,18
1328,2018-06-06 14:50:00,27,33
1329,2018-06-07 14:53:00,27,31
1330,2018-06-08 14:56:00,32,38
1331,2018-06-09 14:58:00,49,57
1332,2018-06-10 14:48:00,16,27
1333,2018-06-11 14:59:00,6,6
1334,2018-06-12 14:55:00,40,49
1335,2018-06-13 14:50:00,14,14
1336,2018-06-14 14:52:00,36,43
1337,2018-06-15 14:49:00,15,24
1338,2018-06-16 14:48:00,27,39
1339,2018-06-17 14:54:00,8,8
1340,2018-06-18 14:47:00,45,52
1341,2018-06-19 14:53:00,41,54
1342,2018-06-20 14:53:00,28,37
1343,2018-06-21 14:53:00,21,29
1344,2018-06-23 14:53:00,14,14
1345,2018-06-24 14:47:00,16,16
1346,2018-06-26 14:53:00,13,18
1347,2018-06-27 14:50:00,6,6
1348,2018-06-28 14:51:00,15,30
1349,2018-06-29 14:47:00,19,27
1350,2018-06-30 14:51:00,36,40
1351,2018-07-01 14:52:00,7,7
1352,2018-07-02 14:50:00,23,34
1353,2018-07-03 14:48:00,20,20
1354,2018-07-05 14:55:00,12,22
1355,2018-07-06 14:51:00,54,67
1356,2018-07-07 14:52:00,25,34
1357,2018-07-08 14:58:00,6,6
1358,2018-07-09 14:57:00,13,13
1359,2018-07-12 14:53:00,19,19
1360,2018-07-13 14:49:00,3,3
1361,2018-07-16 14:48:00,10,10
1362,2018-07-17 14:50:00,19,19
1363,2018-07-18 14:50:00,23,34
1364,2018-07-19 14:58:00,8,8
1365,2018-07-20 14:51:00,7,7
1366,2018-07-21 14:58:00,5,5
1367,2018-07-22 14:51:00,42,57
1368,2018-07-23 14:57:00,25,35
1369,2018-07-24 14:47:00,29,36
1370,2018-07-25 14:53:00,34,47
1371,2018-07-26 14:55:00,23,34
1372,2018-07-27 14:48:00,20,20
1373,2018-07-28 14:55:00,12,15
1374,2018-07-29 14:48:00,24,31
1375,2018-07-30 14:56:00,15,15
1376,2018-07-31 14:51:00,2,2
1377,2018-08-01 14:49:00,18,25
1378,2018-08-02 14:49:00,40,47
1379,2018-08-03 14:51:00,10,10
1380,2018-08-04 14:59:00,12,17
1381,2018-08-05 14:55:00,15,26
1382,2018-08-06 14:47:00,28,34
1383,2018-08-07 14:59:00,28,28
1384,2018-08-08 14:58:00,8,8
1385,2018-08-09 14:48:00,33,41
1386,2018-08-10 14:50:00,26,35
1387,2018-08-11 14:49:00,6,6
1388,2018-08-12 14:53:00,10,10
1389,2018-08-13 14:53:00,9,9
1390,2018-08-14 14:53:00,18,22
1391,2018-08-15 14:49:00,30,37
1392,2018-08-16 14:59:00,38,38
1393,2018-08-17 14:53:00,35,40
1394,2018-08-18 14:48:00,9,9
1395,2018-08-19 14:54:00,5,5
1396,2018-08-20 14:59:00,7,7
1397,2018-08-21 14:53:00,17,23
1398,2018-08-22 14:57:00,35,40
1399,2018-08-23 14:52:00,36,41
1400,2018-08-24 14:52:00,14,14
1401,2018-08-25 14:55:00,13,13
1402,2018-08-26 14:52:00,22,22
1403,2018-08-27 14:52:00,4,4
1404,2018-08-28 14:51:00,40,40
1405,2018-08-29 14:50:00,35,39
1406,2018-08-30 14:59:00,14,14
1407,2018-08-31 14:53:00,3,3
1408,2018-09-01 14:48:00,24,24
1409,2018-09-02 14:58:00,14,14
1410,2018-09-03 14:47:00,26,29
1411,2018-09-04 14:51:00,5,5
1412,2018-09-05 14:50:00,22,26
1413,2018-09-06 14:50:00,37,42
1414,2018-09-07 14:53:00,14,14
1415,2018-09-08 14:53:00,16,22
1416,2018-09-09 14:50:00,3,3
1417,2018-09-10 14:52:00,26,35
1418,2018-09-11 14:51:00,27,31
1419,2018-09-12 14:47:00,19,19
1420,2018-09-13 14:52:00,2,2
1421,2018-09-14 14:52:00,2,2
1422,2018-09-15 14:59:00,5,5
1423,2018-09-16 14:54:00,4,4
1424,2018-09-17 14:52:00,12,12
1425,2018-09-18 14:47:00,18,30
1426,2018-09-19 14:53:00,2,2
1427,2018-09-20 14:54:00,13,13
1428,2018-09-21 14:54:00,38,50
1429,2018-09-22 14:52:00,41,47
1430,2018-09-23 14:51:00,18,23
1431,2018-09-24 14:53:00,11,11
1432,2018-09-25 14:50:00,48,54
1433,2018-09-26 14:52:00,44,55
1434,2018-09-27 14:52:00,6,6
1435,2018-09-28 14:49:00,18,18
1436,2018-09-29 14:51:00,32,38
1437,2018-09-30 14:56:00,28,28
1438,2018-10-01 14:54:00,21,21
1439,2018-10-02 14:53:00,34,42
1440,2018-10-03 14:48:00,7,7
1441,2018-10-04 14:52:00,46,61
1442,2018-10-05 14:57:00,14,14
1443,2018-10-06 14:52:00,31,31
1444,2018-10-07 14:50:00,23,23
