,WindDir,valid,UP,M,BL,FG,RA,SN,tmpf,dwpf,relh,sknt,vsby,gust
5890,W,2020-01-08 04:52:00,True,True,False,False,False,False,10.4,10.4,100,11,0.12,11
5891,W,2020-01-08 14:49:00,True,True,False,False,False,False,8.6,8.6,100,57,0,65
5892,W,2020-01-08 22:57:00,False,False,True,True,False,True,-5.8,-5.8,100,46,0,46
5893,NW,2020-01-09 04:58:00,False,False,True,True,False,True,-11.2,-11.2,100,59,0.12,63
5894,NW,2020-01-09 14:54:00,False,True,False,False,False,False,5,-13,42.24,33,100,33
5895,SW,2020-01-09 22:56:00,False,True,False,False,False,False,14,-11.2,30.87,22,90,31
5896,W,2020-01-10 14:57:00,True,True,False,False,False,False,23,23,100,54,0,54
5897,W,2020-01-10 22:59:00,False,False,False,True,False,False,28.4,28.4,100,52,0,52
5898,W,2020-01-11 04:55:00,False,False,False,True,False,False,33.8,33.8,100,53,0,59
5899,SW,2020-01-11 14:47:00,False,False,False,True,False,False,39.2,39.2,100,68,0,84
5900,SW,2020-01-11 22:52:00,False,False,False,True,False,False,41,41,100,58,0.06,69
5901,SW,2020-01-12 04:50:00,False,False,False,True,True,False,42.8,42.8,100,48,0.06,67
5902,W,2020-01-12 14:51:00,True,True,False,False,False,False,21.2,21.2,100,61,0.06,69
5903,NW,2020-01-12 22:57:00,False,True,False,False,False,False,21.2,14,73.32,31,60,31
5904,W,2020-01-13 04:59:00,False,True,False,False,False,False,17.6,14,85.51,28,60,28
5905,SW,2020-01-13 14:48:00,True,True,False,False,False,False,17.6,17.6,100,51,0,57
5906,W,2020-01-13 22:58:00,True,True,False,False,False,False,14,14,100,57,0.06,57
5907,W,2020-01-14 04:58:00,False,False,False,True,False,False,10.4,10.4,100,34,0.06,43
5908,SW,2020-01-14 14:49:00,False,True,False,False,False,False,19.4,14,79.16,31,90,37
5909,SW,2020-01-14 22:59:00,True,True,False,False,False,False,14,14,100,18,0.06,27
5910,W,2020-01-15 04:54:00,True,True,False,False,False,False,19.4,19.4,100,41,0,52
5911,W,2020-01-15 14:56:00,False,False,True,True,False,True,12.2,12.2,100,47,0,47
5912,W,2020-01-15 22:52:00,True,True,False,False,False,False,14,14,100,33,0.06,38
5913,SW,2020-01-16 04:55:00,False,False,False,True,False,True,15.8,15.8,100,15,0,25
5914,NW,2020-01-16 14:53:00,True,True,False,False,False,False,8.6,8.6,100,51,0.06,78
5915,NW,2020-01-16 22:50:00,True,True,False,False,False,False,-7.6,-7.6,100,62,0,74
5916,NW,2020-01-17 04:56:00,False,False,False,False,False,True,-14.8,-18.4,83.23,79,50,89
5917,NW,2020-01-17 14:53:00,False,True,False,False,False,False,-9.4,-16.6,69.73,60,120,73
5918,NW,2020-01-17 22:55:00,False,True,False,False,False,False,3.2,-14.8,41.91,50,90,59
5919,NW,2020-01-18 04:56:00,False,True,False,False,False,False,3.2,-9.4,54.86,40,80,40
5920,W,2020-01-18 14:53:00,False,True,False,False,False,False,8.6,-13,35.87,27,80,27
5921,S,2020-01-18 22:49:00,False,False,True,True,False,True,-0.4,-0.4,100,38,0,49
5922,W,2020-01-19 04:52:00,False,False,True,True,False,True,12.2,12.2,100,47,0,52
5923,W,2020-01-19 14:58:00,True,True,False,False,False,False,3.2,3.2,100,40,0,47
5924,N,2020-01-19 22:55:00,True,True,False,False,False,False,-7.6,-7.6,100,24,0,38
5925,N,2020-01-20 04:56:00,True,True,False,False,False,False,-2.2,-2.2,100,45,0.06,55
5926,NW,2020-01-20 14:54:00,False,True,False,False,False,False,-4,-14.8,58.8,53,120,58
5927,NW,2020-01-20 22:55:00,False,True,False,False,False,False,-7.6,-14.8,69.96,58,100,58
5928,NW,2020-01-21 04:52:00,False,True,False,False,False,False,-4,-14.8,58.8,44,100,44
5929,NW,2020-01-21 14:54:00,False,True,False,False,False,False,8.6,-9.4,42.89,29,110,29
5930,W,2020-01-21 22:54:00,False,False,False,True,False,False,1.4,1.4,100,30,0.06,30
5931,W,2020-01-22 04:51:00,False,True,False,False,False,False,8.6,3.2,78.18,35,80,35
5932,NW,2020-01-22 14:56:00,False,True,False,False,False,False,14,3.2,61.51,38,90,47
5933,W,2020-01-22 22:56:00,False,True,False,False,False,False,15.8,1.4,52.31,42,120,42
5934,W,2020-01-23 04:53:00,False,True,False,False,False,False,19.4,-4,34.71,46,120,46
5935,W,2020-01-23 14:50:00,False,True,False,False,False,False,26.6,-4,25.65,32,90,32
5936,W,2020-01-23 22:56:00,False,True,False,False,False,False,26.6,-9.4,19.74,22,130,22
5937,W,2020-01-24 04:57:00,False,True,False,False,False,False,28.4,-9.4,18.33,8,120,8
5938,SW,2020-01-24 14:47:00,False,True,False,False,False,False,30.2,1.4,28.55,12,100,12
5939,S,2020-01-24 22:54:00,False,True,False,False,False,False,28.4,12.2,50.17,15,120,15
5940,S,2020-01-25 04:57:00,False,True,False,False,False,False,28.4,3.2,33.41,22,120,22
5941,SE,2020-01-25 14:50:00,False,False,True,True,False,True,21.2,17.6,85.74,52,0.12,57
5942,SE,2020-01-25 22:57:00,False,False,True,True,False,True,19.4,19.4,100,49,0,56
5943,SW,2020-01-26 04:59:00,False,True,False,False,False,False,24.8,21.2,85.96,19,130,19
5944,W,2020-01-26 14:49:00,True,True,False,False,False,False,17.6,17.6,100,37,0,37
5945,W,2020-01-26 22:58:00,False,False,True,True,False,True,14,14,100,55,0,55
5946,W,2020-01-27 14:50:00,True,True,False,False,False,False,14,14,100,31,0,36
5947,W,2020-01-27 22:57:00,True,True,False,False,False,False,12.2,12.2,100,48,0.06,53
5948,W,2020-01-28 04:57:00,True,True,False,False,False,False,6.8,6.8,100,25,0.06,37
5949,NW,2020-01-28 14:47:00,False,False,False,True,False,False,12.2,8.6,85.17,23,0.25,29
5950,N,2020-01-28 22:57:00,False,True,False,False,False,False,10.4,-0.4,60.99,19,130,19
5951,N,2020-01-29 04:57:00,False,True,False,False,False,False,5,-5.8,60.18,26,130,31
5952,NW,2020-01-29 14:51:00,False,True,False,False,False,False,3.2,-11.2,50.19,33,110,33
5953,N,2020-01-29 22:54:00,False,True,False,False,False,False,5,-18.4,32.11,22,120,36
5954,N,2020-01-30 04:54:00,False,True,False,False,False,False,12.2,-9.4,36.53,27,120,28
5955,N,2020-01-30 14:52:00,False,True,False,False,False,False,14,8.6,78.68,12,130,12
5956,SW,2020-01-30 22:52:00,False,True,False,False,False,False,15.8,5,61.77,16,120,16
5957,W,2020-01-31 14:55:00,False,True,False,False,False,False,14,8.6,78.68,19,90,19
5958,W,2020-02-01 04:57:00,False,False,False,True,False,False,14,14,100,34,0.06,34
5959,W,2020-02-01 14:51:00,False,False,False,True,False,False,15.8,15.8,100,20,0.06,20
5960,W,2020-02-01 22:55:00,True,True,False,False,False,False,14,14,100,14,0.06,14
5961,W,2020-02-02 04:56:00,False,False,False,True,False,False,8.6,8.6,100,19,0.06,19
5962,NW,2020-02-02 14:51:00,False,False,False,True,False,False,8.6,8.6,100,14,0.12,14
5963,W,2020-02-02 22:51:00,True,True,False,False,False,False,6.8,6.8,100,32,0.06,32
5964,W,2020-02-03 04:59:00,True,True,False,False,False,False,8.6,8.6,100,59,0.06,64
5965,W,2020-02-03 14:53:00,False,False,True,True,False,True,14,14,100,55,0,55
5966,W,2020-02-03 22:55:00,False,False,True,True,False,True,12.2,12.2,100,51,0.06,60
5967,W,2020-02-04 04:51:00,False,True,False,False,False,False,15.8,12.2,85.4,42,110,42
5968,W,2020-02-04 14:57:00,True,True,False,False,False,False,21.2,21.2,100,39,0,48
5969,W,2020-02-04 22:59:00,False,False,True,True,False,True,10.4,10.4,100,54,0,63
5970,NW,2020-02-05 14:47:00,False,True,False,False,False,False,1.4,-9.4,59.64,36,100,36
5971,W,2020-02-05 22:57:00,False,True,False,False,False,False,12.2,-16.6,25.47,18,120,18
5972,SW,2020-02-06 04:54:00,True,True,False,False,False,False,8.6,8.6,100,14,0.06,25
5973,SW,2020-02-06 14:47:00,True,True,False,False,False,False,23,23,100,27,0.06,41
5974,SW,2020-02-06 22:54:00,False,False,False,True,False,False,33.8,33.8,100,32,0.12,32
5975,SW,2020-02-07 04:55:00,False,False,False,True,False,False,32,32,100,48,0,61
5976,S,2020-02-07 14:47:00,True,True,False,False,False,False,26.6,26.6,100,36,0.06,46
5977,NW,2020-02-07 22:58:00,True,True,False,False,False,False,-7.6,-7.6,100,70,0,79
5978,W,2020-02-08 04:56:00,False,False,False,True,False,False,-9.4,-9.4,100,64,0,68
5979,W,2020-02-08 14:50:00,False,False,True,True,False,True,-11.2,-11.2,100,66,0,73
5980,NW,2020-02-08 22:58:00,False,True,False,False,False,False,-11.2,-20.2,63.32,37,130,37
5981,W,2020-02-09 04:52:00,False,True,False,False,False,False,-4,-20.2,44.59,26,120,26
5982,W,2020-02-09 14:49:00,False,False,False,True,False,False,5,5,100,42,0,49
5983,SW,2020-02-09 22:55:00,True,True,False,False,False,False,8.6,8.6,100,39,0,46
5984,SW,2020-02-10 04:54:00,True,True,False,False,False,False,12.2,12.2,100,48,0,62
5985,W,2020-02-10 14:48:00,True,True,False,False,False,False,17.6,17.6,100,44,0,44
5986,W,2020-02-10 22:50:00,False,True,False,False,False,False,12.2,8.6,85.17,24,80,24
5987,SW,2020-02-11 04:56:00,False,True,False,False,False,False,15.8,3.2,56.86,11,80,11
5988,W,2020-02-11 14:47:00,True,True,False,False,False,False,23,23,100,37,0,42
5989,W,2020-02-12 04:56:00,True,True,False,False,False,False,6.8,6.8,100,64,0,85
5990,W,2020-02-12 14:52:00,False,True,False,False,False,False,8.6,1.4,71.92,44,80,44
5991,W,2020-02-12 22:51:00,True,True,False,False,False,False,8.6,6.8,92.19,43,60,49
5992,W,2020-02-13 04:57:00,True,True,False,False,False,False,12.2,12.2,100,34,0,34
5993,W,2020-02-13 14:52:00,True,True,False,False,False,False,14,14,100,31,0.06,31
5994,W,2020-02-13 22:49:00,True,True,False,False,False,False,6.8,6.8,100,51,0,56
5995,W,2020-02-14 04:57:00,True,True,False,False,False,False,-9.4,-9.4,100,66,0.06,66
5996,NW,2020-02-14 14:52:00,False,True,False,False,False,False,-16.6,-27.4,56.75,56,100,65
5997,NW,2020-02-14 22:49:00,False,True,False,False,False,False,-5.8,-11.2,76.77,20,110,20
5998,W,2020-02-15 04:59:00,False,True,False,False,False,False,-0.4,-9.4,64.88,23,120,23
5999,W,2020-02-15 14:53:00,False,True,False,False,False,False,6.8,-7.6,50.81,45,100,53
6000,W,2020-02-15 22:55:00,False,True,False,False,False,False,12.2,-7.6,39.89,58,70,63
6001,W,2020-02-16 04:56:00,False,False,True,True,False,True,6.8,6.8,100,70,0,70
6002,W,2020-02-16 14:53:00,False,False,True,True,False,True,10.4,10.4,100,41,0,41
6003,W,2020-02-16 22:55:00,False,False,False,True,False,False,10.4,10.4,100,46,0,46
6004,W,2020-02-17 04:51:00,False,False,True,True,False,True,8.6,8.6,100,52,0.06,55
6005,W,2020-02-17 14:51:00,False,False,False,True,False,False,1.4,1.4,100,48,0.12,48
6006,N,2020-02-17 22:56:00,False,True,False,False,False,False,6.8,-0.4,71.71,16,120,16
6007,S,2020-02-18 04:53:00,True,True,False,False,False,False,12.2,-5.8,43.53,9,80,9
6008,S,2020-02-18 14:52:00,True,True,False,False,False,False,10.4,10.4,100,51,0.06,55
6009,S,2020-02-18 22:56:00,False,False,True,True,False,True,21.2,21.2,100,51,0,66
6010,W,2020-02-19 04:50:00,True,True,False,False,False,False,10.4,10.4,100,71,0,82
6011,W,2020-02-19 14:52:00,False,True,False,False,False,False,-0.4,-5.8,77.32,58,50,72
6012,W,2020-02-19 22:54:00,False,False,False,True,False,False,-11.2,-11.2,100,70,0.06,75
6013,W,2020-02-20 04:50:00,False,False,False,True,False,False,-14.8,-14.8,100,55,0.06,55
6014,W,2020-02-20 22:53:00,False,True,False,False,False,False,-13,-34.6,31.84,30,130,30
6015,NW,2020-02-21 04:59:00,False,True,False,False,False,False,-11.2,-32.8,32.19,29,130,29
6016,NW,2020-02-21 14:49:00,False,False,False,False,False,True,1.4,-7.6,65.13,34,100,48
6017,W,2020-02-21 22:54:00,False,True,False,False,False,False,8.6,-2.2,60.72,52,100,62
6018,W,2020-02-22 14:49:00,False,False,False,True,False,False,12.2,12.2,100,41,0.12,54
6019,W,2020-02-22 22:53:00,False,True,False,False,False,False,14,5,66.82,46,100,46
6020,W,2020-02-23 04:54:00,False,True,False,False,False,False,17.6,3.2,52.6,34,100,34
6021,W,2020-02-23 14:54:00,False,True,False,False,False,False,21.2,8.6,57.69,23,90,23
6022,SW,2020-02-23 22:55:00,False,True,False,False,False,False,23,1.4,38.45,23,60,23
6023,W,2020-02-24 04:57:00,False,True,False,False,False,False,19.4,8.6,62.28,40,50,45
6024,W,2020-02-24 14:51:00,False,True,False,False,False,False,26.6,17.6,68.4,31,40,38
6025,W,2020-02-24 22:59:00,False,True,False,False,False,False,23,19.4,85.85,39,70,39
6026,W,2020-02-25 04:58:00,False,True,False,False,False,False,24.8,14,63.03,14,70,14
6027,W,2020-02-25 14:52:00,True,True,False,False,False,False,24.8,24.8,100,13,0.19,13
6028,W,2020-02-25 22:57:00,False,True,False,False,False,False,23,21.2,92.69,11,20,11
6029,SW,2020-02-26 04:51:00,True,True,False,False,False,False,23,21.2,92.69,3,15,3
6030,S,2020-02-26 14:51:00,False,False,False,True,False,True,23,23,100,21,0.06,21
6031,SE,2020-02-26 22:55:00,True,True,False,False,False,False,17.6,17.6,100,30,0,30
6032,E,2020-02-27 04:53:00,False,False,True,True,False,True,23,23,100,65,0,79
6033,W,2020-02-27 14:52:00,False,False,True,True,False,True,12.2,12.2,100,40,0.06,48
6034,W,2020-02-27 22:53:00,True,True,False,False,False,False,1.4,1.4,100,75,0,75
6035,W,2020-02-28 04:54:00,True,True,False,False,False,False,-2.2,-2.2,100,71,0.06,83
6036,W,2020-02-28 14:49:00,True,True,False,False,False,False,1.4,1.4,100,52,0.06,58
6037,W,2020-02-28 22:51:00,True,True,False,False,False,False,-2.2,-2.2,100,48,0.06,48
6038,W,2020-02-29 04:50:00,False,False,False,True,False,False,-4,-4,100,34,0.06,34
6039,W,2020-02-29 14:50:00,True,True,False,False,False,False,-2.2,-2.2,100,33,0.06,38
6040,NW,2020-02-29 22:47:00,True,True,False,False,False,False,-11.2,-11.2,100,48,0.06,55
6041,NW,2020-03-01 04:57:00,False,False,True,True,False,True,-7.6,-7.6,100,48,0.06,48
6042,NW,2020-03-01 14:52:00,False,True,False,False,False,False,-0.4,-5.8,77.32,33,80,33
6043,NW,2020-03-01 22:57:00,False,True,False,False,False,False,8.6,-4,55.73,28,90,28
6044,W,2020-03-02 04:49:00,True,True,False,False,False,False,15.8,15.8,100,36,0.12,36
6045,W,2020-03-02 14:51:00,True,True,False,False,False,False,24.8,24.8,100,43,0,54
6046,W,2020-03-02 22:59:00,True,True,False,False,False,False,24.8,24.8,100,54,0,62
6047,W,2020-03-03 04:55:00,False,False,False,True,False,False,26.6,26.6,100,51,0,51
6048,S,2020-03-03 14:49:00,False,False,False,True,False,False,30.2,28.4,92.92,18,70,18
6049,S,2020-03-03 22:54:00,True,True,False,False,False,False,28.4,28.4,100,27,0,27
6050,W,2020-03-04 04:55:00,True,True,False,False,False,False,21.2,21.2,100,76,0,86
6051,W,2020-03-04 14:47:00,True,True,False,False,False,False,12.2,12.2,100,87,0,96
6052,W,2020-03-04 22:56:00,True,True,False,False,False,False,10.4,10.4,100,72,0,84
6053,NW,2020-03-05 04:58:00,False,False,True,True,False,True,10.4,10.4,100,70,0,84
6054,NW,2020-03-05 14:48:00,False,True,False,False,False,False,12.2,10.4,92.32,45,70,48
6055,W,2020-03-05 22:53:00,False,False,False,True,False,False,12.2,12.2,100,30,0.12,30
6056,SW,2020-03-06 04:53:00,False,False,False,True,False,False,12.2,10.4,92.32,18,80,18
6057,SE,2020-03-06 14:59:00,True,True,False,False,False,False,17.6,17.6,100,7,0,7
6058,N,2020-03-06 22:54:00,True,True,False,False,False,False,6.8,6.8,100,30,0,30
6059,NE,2020-03-07 04:57:00,False,True,False,False,False,False,-0.4,-13,54.27,41,80,51
6060,NW,2020-03-07 14:48:00,False,True,False,False,False,False,5,-7.6,55.15,36,100,45
6061,NW,2020-03-07 22:59:00,False,True,False,False,False,False,3.2,-18.4,34.88,53,100,53
6062,W,2020-03-08 04:58:00,False,True,False,False,False,False,5,-4,65.62,60,4,70
6063,NW,2020-03-08 14:47:00,False,True,False,False,False,False,17.6,5,57.14,41,70,58
6064,W,2020-03-08 22:57:00,False,True,False,False,False,False,19.4,15.8,85.63,52,30,64
6065,W,2020-03-09 04:53:00,False,True,False,False,False,False,23,17.6,79.47,56,70,56
6066,W,2020-03-09 14:50:00,False,True,False,False,False,False,32,21.2,63.99,45,60,53
6067,W,2020-03-09 22:58:00,True,True,False,False,False,False,32,23,69.04,45,20,52
6068,W,2020-03-10 04:57:00,False,True,False,False,False,False,30.2,26.6,86.28,39,30,39
6069,SW,2020-03-10 14:51:00,True,True,False,False,False,False,32,30.2,92.97,42,10,57
6070,W,2020-03-10 22:55:00,True,True,False,False,False,False,28.4,28.4,100,52,0,61
6071,NW,2020-03-11 04:53:00,False,False,False,True,False,False,12.2,12.2,100,60,0.06,67
6072,NW,2020-03-11 14:52:00,False,True,False,False,False,False,17.6,3.2,52.6,30,80,30
6073,W,2020-03-11 22:52:00,False,True,False,False,False,False,15.8,14,92.44,33,100,33
6074,W,2020-03-12 04:58:00,False,True,False,False,False,False,14,12.2,92.38,25,100,25
6075,W,2020-03-12 14:53:00,True,True,False,False,False,False,17.6,17.6,100,21,0.06,21
6076,SW,2020-03-12 22:56:00,True,True,False,False,False,False,21.2,21.2,100,29,0.12,35
6077,S,2020-03-13 04:49:00,True,True,False,False,False,False,19.4,19.4,100,37,0,44
6078,SW,2020-03-13 14:57:00,True,True,False,False,False,False,32,32,100,64,0.06,76
6079,W,2020-03-13 22:50:00,True,True,False,False,False,False,12.2,12.2,100,61,0,72
6080,W,2020-03-14 14:59:00,False,True,False,False,False,False,14,12.2,92.38,69,50,80
6081,W,2020-03-14 22:49:00,False,False,False,True,False,True,8.6,8.6,100,56,0.06,66
6082,NW,2020-03-15 04:57:00,False,True,False,False,False,False,3.2,-0.4,84.56,45,75,45
6083,NW,2020-03-15 14:54:00,False,True,False,False,False,False,5,-4,65.62,31,90,40
6084,N,2020-03-15 22:58:00,False,True,False,False,False,False,-2.2,-22,37.25,24,110,35
6085,NW,2020-03-16 04:52:00,False,True,False,False,False,False,5,-32.8,14.87,31,120,31
6086,SW,2020-03-16 14:47:00,False,True,False,False,False,False,8.6,-4,55.73,15,120,15
6087,SW,2020-03-16 22:54:00,False,True,False,False,False,False,6.8,3.2,84.8,28,90,37
6088,SW,2020-03-17 04:50:00,True,True,False,False,False,False,8.6,8.6,100,31,0,43
6089,W,2020-03-17 14:50:00,True,True,False,False,False,False,19.4,19.4,100,45,0,45
6090,W,2020-03-17 22:52:00,True,True,False,False,False,False,15.8,15.8,100,71,0,79
6091,W,2020-03-18 04:47:00,True,True,False,False,False,False,12.2,12.2,100,61,0,67
6092,NW,2020-03-18 14:53:00,False,True,False,False,False,False,17.6,1.4,48.39,19,80,26
6093,W,2020-03-18 22:51:00,False,True,False,False,False,False,21.2,12.2,67.73,28,70,28
6094,S,2020-03-19 04:50:00,False,True,False,False,False,False,19.4,10.4,67.51,33,70,42
6095,S,2020-03-19 14:48:00,False,False,False,True,False,False,24.8,24.8,100,27,0,31
6096,S,2020-03-19 22:57:00,False,False,False,True,False,False,32,30.2,92.97,13,100,13
6097,SW,2020-03-20 04:47:00,True,True,False,False,False,False,37.4,35.6,93.14,37,20,47
6098,SW,2020-03-20 14:53:00,False,False,False,True,False,False,41,41,100,64,0.06,74
6099,W,2020-03-20 22:54:00,False,False,False,True,False,False,26.6,26.6,100,64,0,72
6100,NW,2020-03-21 04:54:00,False,False,False,True,False,False,6.8,6.8,100,61,0,73
6101,NW,2020-03-21 14:48:00,False,True,False,False,False,False,3.2,-4,71.29,45,80,45
6102,NW,2020-03-21 22:57:00,False,True,False,False,False,False,-2.2,-7.6,77.14,39,70,39
6103,NW,2020-03-22 04:54:00,False,True,False,False,False,False,-0.4,-22,34.22,32,80,32
6104,NW,2020-03-22 14:51:00,False,True,False,False,False,False,6.8,-0.4,71.71,6,90,6
6105,S,2020-03-22 22:56:00,False,True,False,False,False,False,5,-7.6,55.15,13,90,13
6106,S,2020-03-23 04:50:00,False,True,False,False,False,False,6.8,-11.2,42.57,19,80,19
6107,S,2020-03-23 14:48:00,False,False,False,True,False,False,8.6,8.6,100,26,0.06,33
6108,S,2020-03-23 22:56:00,True,True,False,False,False,False,15.8,15.8,100,25,0.06,25
6109,NW,2020-03-24 04:57:00,True,True,False,False,False,False,21.2,21.2,100,21,0.06,21
6110,NW,2020-03-24 14:49:00,False,False,True,True,False,True,15.8,15.8,100,33,0.12,44
6111,NE,2020-03-24 22:56:00,False,True,False,False,False,False,15.8,-14.8,23.83,12,80,12
6112,SE,2020-03-25 04:49:00,False,True,False,False,False,False,14,-7.6,36.85,9,80,9
6113,SE,2020-03-25 14:53:00,False,True,False,False,False,False,15.8,10.4,78.84,10,60,22
6114,N,2020-03-25 22:50:00,False,True,False,False,False,False,23,-9.4,22.93,8,70,8
6115,N,2020-03-26 04:51:00,False,True,False,False,False,False,21.2,14,73.32,19,90,19
6116,W,2020-03-26 14:51:00,False,True,False,False,False,False,26.6,21.2,79.77,20,70,20
6117,W,2020-03-26 22:54:00,True,True,False,False,False,False,26.6,26.6,100,39,0.06,46
6118,W,2020-03-27 04:50:00,False,False,False,True,False,True,19.4,19.4,100,54,0,57
6119,W,2020-03-27 14:51:00,False,False,False,True,False,False,19.4,19.4,100,50,0.06,59
6120,NW,2020-03-27 22:48:00,False,False,False,True,False,False,14,14,100,52,0,52
6121,NW,2020-03-28 04:55:00,False,True,False,False,False,False,12.2,3.2,66.58,34,100,34
6122,W,2020-03-28 14:56:00,False,True,False,False,False,False,26.6,19.4,73.89,16,70,16
6123,SE,2020-03-28 22:59:00,False,True,False,False,False,False,30.2,3.2,31.04,9,90,9
6124,SE,2020-03-29 04:53:00,False,True,False,False,False,False,26.6,10.4,49.88,15,90,15
6125,SE,2020-03-29 14:54:00,False,False,False,True,False,False,19.4,19.4,100,43,0.06,56
6126,SE,2020-03-29 22:47:00,False,False,False,True,False,False,21.2,21.2,100,30,0,39
6127,S,2020-03-30 04:59:00,False,False,False,True,False,False,24.8,24.8,100,8,0,8
6128,E,2020-03-30 22:53:00,False,False,False,True,False,False,21.2,21.2,100,9,0.06,9
6129,NE,2020-03-31 04:56:00,False,False,False,True,False,False,15.8,15.8,100,15,0.12,15
6130,W,2020-03-31 14:56:00,False,True,False,False,False,False,19.4,6.8,57.41,6,80,6
6131,NE,2020-03-31 22:59:00,False,True,False,False,False,False,15.8,1.4,52.31,3,90,3
6132,N,2020-04-01 04:53:00,False,True,False,False,False,False,14,5,66.82,14,90,14
6133,N,2020-04-01 14:51:00,False,False,False,True,False,False,21.2,21.2,100,4,0.12,4
6134,N,2020-04-01 22:59:00,False,False,False,True,False,False,21.2,21.2,100,22,0.06,22
6135,NE,2020-04-02 04:59:00,True,True,False,False,False,False,24.8,24.8,100,25,0,37
6136,N,2020-04-02 14:47:00,True,True,False,False,False,False,26.6,26.6,100,25,0.06,32
6137,NE,2020-04-02 22:56:00,True,True,False,False,False,False,24.8,24.8,100,42,0.06,48
6138,NE,2020-04-03 04:54:00,False,False,False,True,True,False,26.6,26.6,100,57,0.12,62
6139,NE,2020-04-03 14:52:00,False,False,False,True,False,False,28.4,28.4,100,58,0.12,67
6140,NE,2020-04-04 04:58:00,False,False,False,True,False,False,24.8,24.8,100,9,0.06,9
6141,NW,2020-04-04 14:49:00,False,False,False,True,False,False,30.2,30.2,100,18,0.06,18
6142,NW,2020-04-04 22:57:00,False,False,False,True,False,False,26.6,26.6,100,9,0.06,9
6143,NW,2020-04-05 04:58:00,False,True,False,False,False,False,28.4,23,79.92,9,70,9
6144,W,2020-04-05 14:49:00,True,True,False,False,False,False,32,32,100,28,0,28
6145,W,2020-04-05 22:57:00,False,False,False,True,False,False,24.8,24.8,100,53,0,60
6146,W,2020-04-06 14:47:00,False,True,False,False,False,False,21.2,8.6,57.69,56,100,64
6147,W,2020-04-06 22:49:00,False,True,False,False,False,False,19.4,12.2,73.13,45,70,62
6148,NW,2020-04-07 04:52:00,False,False,False,True,False,False,14,14,100,39,0.12,39
6149,W,2020-04-07 14:48:00,False,True,False,False,False,False,21.2,12.2,67.73,40,80,52
6150,NW,2020-04-07 22:56:00,False,True,False,False,False,False,19.4,12.2,73.13,31,80,31
6151,NW,2020-04-08 04:53:00,False,True,False,False,False,False,17.6,6.8,62.02,18,80,18
6152,NW,2020-04-08 14:49:00,False,True,False,False,False,False,24.8,19.4,79.62,23,80,31
6153,W,2020-04-08 22:55:00,True,True,False,False,False,False,19.4,6.8,57.41,24,60,24
6154,SW,2020-04-09 04:59:00,False,True,False,False,False,False,19.4,15.8,85.63,25,90,28
6155,S,2020-04-09 14:52:00,True,True,False,False,False,False,21.2,21.2,100,39,0,46
6156,NW,2020-04-09 22:48:00,False,False,True,True,False,True,14,14,100,64,0,75
6157,W,2020-04-10 04:49:00,True,True,False,False,False,False,12.2,12.2,100,64,0,77
6158,NW,2020-04-10 14:49:00,True,True,False,False,False,False,12.2,12.2,100,54,0,73
6159,NW,2020-04-10 22:50:00,False,False,True,True,False,True,14,14,100,58,0,72
6160,NW,2020-04-11 04:48:00,True,True,False,False,False,False,12.2,12.2,100,66,0,73
6161,W,2020-04-11 14:51:00,True,True,False,False,False,False,10.4,10.4,100,58,0,65
6162,W,2020-04-11 22:47:00,False,False,True,True,False,True,10.4,10.4,100,53,0,53
6163,W,2020-04-12 04:48:00,False,False,False,True,False,True,12.2,12.2,100,37,0.06,37
6164,SW,2020-04-12 14:51:00,False,True,False,False,False,False,23,19.4,85.85,20,60,28
6165,SW,2020-04-12 22:55:00,True,True,False,False,False,False,26.6,24.8,92.8,23,60,33
6166,SW,2020-04-13 04:52:00,False,False,False,True,False,False,33.8,33.8,100,27,0,41
6167,S,2020-04-13 14:53:00,False,False,False,True,True,False,37.4,37.4,100,56,0,69
6168,W,2020-04-13 22:49:00,True,True,False,False,False,False,37.4,37.4,100,74,0,80
6169,W,2020-04-14 04:52:00,False,False,False,True,False,False,17.6,17.6,100,72,0,81
6170,W,2020-04-14 14:52:00,False,True,False,False,False,False,17.6,14,85.51,37,70,44
6171,W,2020-04-14 22:54:00,False,True,False,False,False,False,15.8,6.8,67.05,42,100,42
6172,W,2020-04-15 04:54:00,True,True,False,False,False,False,10.4,3.2,72.12,31,50,31
6173,W,2020-04-15 14:49:00,False,True,False,False,False,False,14,5,66.82,37,60,43
6174,W,2020-04-15 22:57:00,False,False,False,True,False,True,6.8,6.8,100,33,0.06,38
6175,W,2020-04-16 04:57:00,True,True,False,False,False,False,6.8,6.8,100,32,0.06,38
6176,W,2020-04-16 14:47:00,False,False,False,True,False,True,10.4,10.4,100,27,0.06,27
6177,W,2020-04-16 22:53:00,False,False,True,True,False,True,6.8,6.8,100,44,0,44
6178,W,2020-04-17 04:56:00,True,True,False,False,False,False,6.8,6.8,100,45,0,50
6179,W,2020-04-17 14:57:00,False,False,False,False,False,True,12.2,5,72.33,51,40,59
6180,W,2020-04-17 22:49:00,True,True,False,False,False,False,10.4,10.4,100,22,0.06,22
6181,E,2020-04-18 04:53:00,True,True,False,False,False,False,10.4,10.4,100,8,0,8
6182,N,2020-04-18 14:51:00,True,True,False,False,False,False,19.4,19.4,100,7,0.06,7
6183,NW,2020-04-18 22:58:00,False,False,False,False,False,True,14,8.6,78.68,37,70,37
