,WindDir,valid,UP,M,BL,FG,RA,SN,tmpf,dwpf,relh,sknt,vsby,gust
1661,W,2016-01-25 14:49:00,False,True,False,False,False,False,15.8,10.4,78.84,12,80,12
1662,SW,2016-01-25 22:55:00,False,True,False,False,False,False,17.6,12.2,79,37,60,45
1663,SW,2016-01-26 04:53:00,False,True,False,False,False,False,21.2,-5.8,29.48,49,60,56
1664,SW,2016-01-26 14:53:00,False,False,True,True,False,True,28.4,28.4,100,56,0,65
1665,W,2016-01-26 22:53:00,False,False,False,True,False,False,17.6,17.6,100,66,0,73
1666,W,2016-01-27 04:54:00,True,True,False,False,False,False,14,14,100,62,0,62
1667,W,2016-01-27 14:48:00,False,False,True,True,False,True,6.8,6.8,100,58,0,66
1668,W,2016-01-27 22:57:00,False,True,False,False,False,False,12.2,-18.4,23.23,7,130,7
1669,W,2016-01-28 04:50:00,False,True,False,False,False,False,8.6,-7.6,46.84,16,120,16
1670,SW,2016-01-28 14:55:00,False,True,False,False,False,False,12.2,-0.4,56.3,36,85,49
1671,SW,2016-01-28 22:55:00,False,False,False,True,False,False,14,14,100,26,0.12,26
1672,S,2016-01-29 04:51:00,False,True,False,False,False,False,15.8,10.4,78.84,17,60,17
1673,W,2016-01-29 14:51:00,False,False,False,True,False,False,14,14,100,13,0.06,13
1674,NW,2016-01-29 22:50:00,True,True,False,False,False,False,10.4,10.4,100,32,0,43
1675,W,2016-01-30 04:50:00,False,False,True,True,False,True,6.8,6.8,100,37,0.06,43
1676,SW,2016-01-30 14:51:00,False,True,False,False,False,False,15.8,5,61.77,31,20,38
1677,W,2016-01-30 22:50:00,False,False,True,True,False,True,17.6,17.6,100,57,0.19,67
1678,W,2016-01-31 04:48:00,False,False,True,True,False,True,21.2,21.2,100,45,0,50
1679,W,2016-01-31 14:52:00,True,True,False,False,False,False,26.6,26.6,100,57,0,62
1680,SW,2016-01-31 22:50:00,False,False,False,True,False,False,32,32,100,47,0,57
1681,W,2016-02-01 04:50:00,False,False,False,True,False,False,33.8,33.8,100,57,0,65
1682,W,2016-02-01 14:51:00,False,False,False,True,False,False,17.6,17.6,100,71,0.06,80
1683,W,2016-02-01 22:49:00,False,False,False,True,False,False,12.2,12.2,100,56,0,62
1684,W,2016-02-02 04:51:00,False,False,False,True,False,False,10.4,10.4,100,46,0.06,53
1685,W,2016-02-02 14:53:00,False,False,False,True,False,False,10.4,6.8,85.05,31,100,31
1686,SW,2016-02-02 22:48:00,False,True,False,False,False,False,15.8,5,61.77,21,90,21
1687,S,2016-02-03 04:48:00,False,False,False,True,False,False,14,14,100,40,0.06,43
1688,SW,2016-02-03 14:55:00,True,True,False,False,False,False,24.8,24.8,100,48,0,61
1689,SW,2016-02-03 22:51:00,False,False,False,True,False,False,35.6,35.6,100,48,0,68
1690,SW,2016-02-04 04:47:00,True,True,False,False,False,False,33.8,33.8,100,49,0,66
1691,W,2016-02-04 14:53:00,False,False,False,True,False,False,17.6,17.6,100,40,0,40
1692,SW,2016-02-04 22:51:00,False,True,False,False,False,False,17.6,14,85.51,11,70,11
1693,SW,2016-02-05 04:48:00,True,True,False,False,False,False,14,14,100,17,0.06,17
1694,W,2016-02-05 14:49:00,True,True,False,False,False,False,3.2,3.2,100,33,0.06,33
1695,W,2016-02-05 22:54:00,False,False,True,True,False,True,-2.2,-2.2,100,64,0.06,69
1696,W,2016-02-06 04:49:00,False,False,True,True,False,True,1.4,1.4,100,53,0.06,53
1697,SW,2016-02-06 14:49:00,False,False,False,True,False,False,10.4,10.4,100,37,0.06,37
1698,W,2016-02-06 22:56:00,False,False,False,True,False,False,8.6,8.6,100,57,0,61
1699,W,2016-02-07 04:58:00,True,True,False,False,False,False,6.8,6.8,100,58,0,58
1700,W,2016-02-07 14:53:00,False,True,False,False,False,False,12.2,5,72.33,15,90,15
1701,SE,2016-02-07 22:54:00,False,True,False,False,False,False,14,6.8,72.53,9,130,9
1702,E,2016-02-08 04:56:00,False,True,False,False,False,False,15.8,6.8,67.05,19,110,19
1703,E,2016-02-08 14:54:00,False,True,False,False,False,False,3.2,-16.6,38.25,38,10,45
1704,E,2016-02-08 22:54:00,True,True,False,False,False,False,8.6,8.6,100,12,0.12,12
1705,NW,2016-02-09 04:59:00,True,True,False,False,False,False,5,-0.4,77.84,4,15,4
1706,NW,2016-02-09 14:55:00,False,True,False,False,False,False,6.8,3.2,84.8,16,90,16
1707,W,2016-02-09 22:53:00,False,False,True,True,False,True,6.8,6.8,100,24,0,24
1708,W,2016-02-10 04:59:00,True,True,False,False,False,False,8.6,8.6,100,34,0,34
1709,W,2016-02-10 14:52:00,True,True,False,False,False,False,10.4,10.4,100,19,0,19
1710,W,2016-02-10 22:50:00,True,True,False,False,False,False,1.4,1.4,100,24,0,24
1711,W,2016-02-11 04:50:00,False,False,True,True,False,True,-4,-4,100,31,0.06,31
1712,W,2016-02-11 14:48:00,False,False,False,True,False,False,-5.8,-5.8,100,26,0.06,26
1713,W,2016-02-11 22:53:00,False,False,True,True,False,True,-25.6,-25.6,100,41,0.06,57
1714,W,2016-02-12 04:54:00,False,False,True,True,False,True,-22,-22,100,54,0.19,54
1715,SW,2016-02-12 14:51:00,False,False,False,True,False,False,-9.4,-9.4,100,27,0.12,27
1716,SW,2016-02-12 22:57:00,False,True,False,False,False,False,-7.6,-11.2,83.78,19,80,19
1717,W,2016-02-13 04:53:00,True,True,False,False,False,False,-7.6,-7.6,100,15,0,15
1718,W,2016-02-13 14:55:00,False,False,False,True,False,True,-22,-22,100,34,0.12,39
1719,NW,2016-02-13 22:55:00,False,True,False,False,False,False,-36.4,-41.8,73.33,31,80,40
1720,NW,2016-02-14 04:55:00,False,True,False,False,False,False,-27.4,-34.6,67.31,25,100,30
1721,NW,2016-02-14 14:52:00,False,True,False,False,False,False,-20.2,-29.2,61.96,52,80,55
1722,W,2016-02-14 22:50:00,False,True,False,False,False,False,-9.4,-14.8,76.4,38,110,38
1723,W,2016-02-15 04:54:00,False,True,False,False,False,False,-4,-18.4,48.94,32,130,32
1724,S,2016-02-15 14:52:00,False,True,False,False,False,False,3.2,-18.4,34.88,32,80,42
1725,S,2016-02-15 22:51:00,True,True,False,False,False,False,14,14,100,48,0,57
1726,SW,2016-02-16 04:52:00,True,True,False,False,False,False,26.6,26.6,100,58,0,78
1727,W,2016-02-16 22:54:00,True,True,False,False,False,False,26.6,26.6,100,56,0,56
1728,W,2016-02-17 04:52:00,False,False,False,True,False,False,10.4,10.4,100,50,0.06,50
1729,W,2016-02-17 14:55:00,False,True,False,False,False,False,14,10.4,85.28,26,100,26
1730,W,2016-02-17 22:54:00,False,False,False,True,False,False,6.8,6.8,100,34,0,34
1731,W,2016-02-18 04:59:00,True,True,False,False,False,False,-2.2,-2.2,100,26,0,26
1732,NW,2016-02-18 14:57:00,False,True,False,False,False,False,-2.2,-5.8,84.17,19,80,19
1733,N,2016-02-18 22:51:00,False,True,False,False,False,False,6.8,-9.4,46.52,24,110,24
1734,NW,2016-02-19 04:57:00,False,True,False,False,False,False,10.4,1.4,66.35,11,120,11
1735,SW,2016-02-19 14:52:00,False,True,False,False,False,False,15.8,1.4,52.31,24,100,24
1736,S,2016-02-19 22:57:00,True,True,False,False,False,False,12.2,12.2,100,47,0,47
1737,S,2016-02-20 04:59:00,True,True,False,False,False,False,12.2,12.2,100,42,0,42
1738,SW,2016-02-20 14:48:00,True,True,False,False,False,False,23,23,100,60,0,71
1739,W,2016-02-20 22:56:00,True,True,False,False,False,False,23,23,100,51,0,51
1740,W,2016-02-21 04:54:00,True,True,False,False,False,False,17.6,17.6,100,53,0,57
1741,W,2016-02-21 14:52:00,False,False,True,True,False,True,14,14,100,51,0,58
1742,W,2016-02-21 22:56:00,False,False,False,True,False,False,6.8,6.8,100,55,0,60
1743,NW,2016-02-22 04:56:00,False,True,False,False,False,False,3.2,-16.6,38.25,33,100,33
1744,W,2016-02-22 14:54:00,False,True,False,False,False,False,1.4,-2.2,84.43,24,100,24
1745,W,2016-02-22 22:50:00,False,True,False,False,False,False,5,-14.8,38.58,19,100,19
1746,W,2016-02-23 04:53:00,False,True,False,False,False,False,5,-13,42.24,26,100,26
1747,SW,2016-02-23 14:54:00,False,False,False,True,False,False,12.2,8.6,85.17,23,70,28
1748,S,2016-02-23 22:56:00,True,True,False,False,False,False,14,14,100,27,0.06,32
1749,SE,2016-02-24 04:56:00,True,True,False,False,False,False,21.2,21.2,100,33,0,37
1750,SE,2016-02-24 14:55:00,False,False,False,True,True,False,33.8,33.8,100,39,0,46
1751,SE,2016-02-24 22:49:00,False,False,False,True,True,False,41,41,100,64,0.06,79
1752,W,2016-02-25 22:54:00,True,True,False,False,False,False,12.2,12.2,100,52,0.06,64
1753,W,2016-02-26 04:49:00,True,True,False,False,False,False,1.4,1.4,100,62,0,72
1754,W,2016-02-26 14:56:00,False,False,True,True,False,True,-5.8,-5.8,100,58,0.06,65
1755,W,2016-02-26 22:54:00,False,True,False,False,False,False,-11.2,-16.6,76.21,45,90,45
1756,W,2016-02-27 04:54:00,False,True,False,False,False,False,3.2,-7.6,59.91,34,120,34
1757,SW,2016-02-27 14:53:00,False,True,False,False,False,False,8.6,3.2,78.18,39,105,45
1758,W,2016-02-27 22:48:00,False,False,False,True,False,False,10.4,10.4,100,64,0,69
1759,W,2016-02-28 04:52:00,False,False,False,True,False,False,14,14,100,70,0,76
1760,SW,2016-02-28 14:53:00,False,False,False,True,False,False,23,23,100,34,0.06,34
1761,SW,2016-02-28 22:51:00,False,True,False,False,False,False,28.4,21.2,74.08,56,35,65
1762,SW,2016-02-29 04:53:00,False,True,False,False,False,False,28.4,23,79.92,43,90,49
1763,W,2016-02-29 14:54:00,True,True,False,False,False,False,26.6,26.6,100,57,0,57
1764,W,2016-02-29 22:49:00,True,True,False,False,False,False,14,14,100,69,0,79
1765,W,2016-03-01 04:49:00,False,False,True,True,False,True,-7.6,-7.6,100,67,0.06,76
1766,W,2016-03-01 14:53:00,False,True,False,False,False,False,10.4,1.4,66.35,35,90,35
1767,S,2016-03-01 22:53:00,False,False,False,True,False,False,14,14,100,48,0.12,58
1768,SE,2016-03-02 04:59:00,True,True,False,False,False,False,15.8,15.8,100,44,0,54
1769,W,2016-03-02 14:55:00,True,True,False,False,False,False,1.4,1.4,100,67,0,73
1770,W,2016-03-02 22:53:00,False,False,False,True,False,False,-13,-13,100,78,0,86
1771,W,2016-03-03 04:58:00,False,False,False,True,False,False,-18.4,-18.4,100,68,0.06,74
1772,W,2016-03-03 14:50:00,False,False,False,True,False,False,-11.2,-11.2,100,40,0.12,45
1773,W,2016-03-03 22:57:00,False,True,False,False,False,False,-7.6,-16.6,63.85,34,120,34
1774,W,2016-03-04 04:58:00,False,True,False,False,False,False,-4,-16.6,53.66,26,120,26
1775,SW,2016-03-04 14:54:00,True,True,False,False,False,False,6.8,6.8,100,8,0.06,8
1776,NW,2016-03-04 22:56:00,True,True,False,False,False,False,-0.4,-0.4,100,18,0.06,18
1777,N,2016-03-05 04:56:00,False,True,False,False,False,False,1.4,-14.8,45.56,28,120,31
1778,NW,2016-03-05 14:56:00,False,True,False,False,False,False,1.4,-4,77.49,16,120,16
1779,NW,2016-03-05 22:52:00,False,True,False,False,False,False,1.4,-9.4,59.64,9,100,9
1780,NW,2016-03-06 04:55:00,False,True,False,False,False,False,1.4,-7.6,65.13,7,70,7
1781,W,2016-03-06 14:55:00,True,True,False,False,False,False,6.8,-0.4,71.71,21,60,21
1782,W,2016-03-06 22:52:00,False,True,False,False,False,False,6.8,3.2,84.8,31,120,31
1783,W,2016-03-07 04:57:00,False,True,False,False,False,False,14,1.4,56.58,42,80,42
1784,W,2016-03-07 14:52:00,False,False,True,True,False,True,15.8,15.8,100,54,0,54
1785,W,2016-03-07 22:54:00,False,False,False,True,False,False,19.4,19.4,100,48,0.12,48
1786,NW,2016-03-08 04:53:00,False,True,False,False,False,False,23,15.8,73.51,39,100,46
1787,W,2016-03-08 14:55:00,False,True,False,False,False,False,28.4,19.4,68.61,34,80,34
1788,W,2016-03-08 22:57:00,False,False,False,True,False,False,32,32,100,32,0,32
1789,W,2016-03-09 04:55:00,False,True,False,False,False,False,35.6,32,86.59,52,20,62
1790,W,2016-03-09 14:49:00,False,False,False,True,False,False,39.2,39.2,100,47,0.06,56
1791,W,2016-03-09 22:49:00,True,True,False,False,False,False,37.4,37.4,100,75,0,82
1792,W,2016-03-10 04:49:00,False,False,False,True,False,False,37.4,37.4,100,44,0,58
1793,SW,2016-03-10 14:55:00,True,True,False,False,False,False,39.2,39.2,100,28,0,28
1794,W,2016-03-10 22:49:00,True,True,False,False,False,False,32,32,100,39,0.06,39
1795,W,2016-03-11 04:49:00,False,False,False,True,False,False,28.4,28.4,100,37,0.06,37
1796,NW,2016-03-11 14:50:00,False,False,False,True,False,False,15.8,14,92.44,52,130,58
1797,NW,2016-03-11 22:51:00,False,True,False,False,False,False,15.8,6.8,67.05,51,130,55
1798,NW,2016-03-12 04:56:00,False,True,False,False,False,False,19.4,1.4,44.79,27,130,27
1799,W,2016-03-12 14:55:00,False,True,False,False,False,False,30.2,8.6,39.7,55,95,62
1800,W,2016-03-12 22:55:00,False,True,False,False,False,False,24.8,23,92.74,75,90,80
1801,W,2016-03-13 04:48:00,False,False,False,True,False,False,21.2,21.2,100,66,0,87
1802,NW,2016-03-13 14:51:00,False,True,False,False,False,False,24.8,1.4,35.66,36,110,47
1803,NE,2016-03-13 22:49:00,False,True,False,False,False,False,26.6,-7.6,21.55,5,100,5
1804,SW,2016-03-14 04:49:00,False,True,False,False,False,False,26.6,-2.2,27.94,13,100,13
1805,SE,2016-03-14 14:55:00,False,False,True,False,False,True,17.6,8.6,67.28,37,0.75,44
1806,S,2016-03-14 22:48:00,True,True,False,False,False,False,21.2,21.2,100,35,0.06,43
1807,SE,2016-03-15 04:53:00,True,True,False,False,False,False,23,23,100,29,0.06,33
1808,SE,2016-03-15 14:54:00,True,True,False,False,False,False,32,32,100,35,0.06,35
1809,N,2016-03-15 22:49:00,False,True,False,False,False,False,37.4,33.8,86.69,3,80,3
1810,NE,2016-03-16 04:50:00,False,False,False,True,False,False,33.8,33.8,100,19,80,19
1811,W,2016-03-16 14:51:00,False,False,False,True,False,False,35.6,35.6,100,9,0.06,9
1812,S,2016-03-16 22:52:00,True,True,False,False,False,False,30.2,30.2,100,18,0.06,18
1813,W,2016-03-17 04:57:00,False,False,False,True,False,False,24.8,24.8,100,30,0,30
1814,W,2016-03-17 14:57:00,False,False,False,False,False,False,24.8,23,92.74,33,30,37
1815,W,2016-03-17 22:56:00,True,True,False,False,False,False,19.4,19.4,100,30,0.06,30
1816,W,2016-03-18 04:57:00,False,False,False,True,False,False,17.6,17.6,100,52,0,57
1817,W,2016-03-18 14:49:00,False,False,True,True,False,True,8.6,8.6,100,41,0.19,46
1818,W,2016-03-18 22:56:00,False,False,True,True,False,True,-0.4,-0.4,100,56,0,59
1819,W,2016-03-19 04:51:00,False,False,False,True,False,False,-5.8,-5.8,100,54,0.12,59
1820,W,2016-03-19 14:52:00,False,True,False,False,False,False,1.4,-4,77.49,52,120,52
1821,NW,2016-03-19 22:57:00,False,True,False,False,False,False,-2.2,-11.2,64.62,51,100,51
1822,N,2016-03-20 04:58:00,False,True,False,False,False,False,12.2,-0.4,56.3,11,80,11
1823,SW,2016-03-20 14:56:00,False,True,False,False,False,False,14,6.8,72.53,8,110,8
1824,SW,2016-03-20 22:58:00,False,True,False,False,False,False,12.2,-4,47.46,13,90,13
1825,NW,2016-03-21 04:58:00,True,True,False,False,False,False,10.4,3.2,72.12,15,20,15
1826,W,2016-03-21 14:52:00,False,False,True,True,False,True,8.6,8.6,100,48,0.12,57
1827,W,2016-03-21 22:52:00,True,True,False,False,False,False,5,5,100,63,0,69
1828,W,2016-03-22 04:57:00,False,False,True,True,False,True,-2.2,-2.2,100,78,0.06,84
1829,W,2016-03-22 14:54:00,False,True,False,False,False,False,8.6,5,84.93,56,90,63
1830,W,2016-03-23 04:57:00,True,True,False,False,False,False,19.4,19.4,100,43,0,49
1831,W,2016-03-23 14:57:00,False,False,False,True,False,False,15.8,15.8,100,38,0,38
1832,W,2016-03-23 22:51:00,False,True,False,False,False,False,15.8,-11.2,28.54,34,90,34
1833,W,2016-03-24 04:53:00,True,True,False,False,False,False,15.8,15.8,100,24,0.12,24
1834,SW,2016-03-24 14:53:00,False,False,False,True,False,True,23,23,100,29,0,36
1835,S,2016-03-24 22:52:00,False,False,False,True,False,False,24.8,24.8,100,46,80,63
1836,S,2016-03-25 04:50:00,True,True,False,False,False,False,32,32,100,53,0,63
1837,SW,2016-03-25 14:51:00,True,True,False,False,False,False,37.4,37.4,100,32,0,43
1838,W,2016-03-25 22:48:00,False,False,False,True,False,False,17.6,17.6,100,35,0,35
1839,N,2016-03-26 04:52:00,False,True,False,False,False,False,24.8,-4,27.63,22,110,22
1840,SE,2016-03-26 22:52:00,False,True,False,False,False,False,30.2,-2.2,24.11,6,110,6
1841,S,2016-03-27 04:53:00,False,True,False,False,False,False,26.6,-11.2,18.06,15,110,15
1842,W,2016-03-27 14:54:00,False,True,False,False,False,False,33.8,5,29.16,21,90,21
1843,S,2016-03-27 22:53:00,False,True,False,False,False,False,37.4,-2.2,18.08,15,75,21
1844,SW,2016-03-28 04:50:00,False,False,False,True,False,False,33.8,33.8,100,32,0,37
1845,S,2016-03-28 14:49:00,False,False,False,True,True,False,32,32,100,37,0,46
1846,W,2016-03-28 22:54:00,True,True,False,False,False,False,24.8,24.8,100,59,0,63
1847,W,2016-03-29 04:53:00,False,False,True,True,False,True,14,14,100,78,0,101
1848,W,2016-03-29 14:54:00,False,False,True,True,False,True,10.4,10.4,100,58,0,63
1849,W,2016-03-29 22:53:00,False,True,False,False,False,False,6.8,5,92.12,66,80,76
1850,W,2016-03-30 04:53:00,False,True,False,False,False,False,10.4,3.2,72.12,44,130,44
1851,SW,2016-03-30 14:53:00,False,True,False,False,False,False,23,1.4,38.45,27,110,27
1852,SW,2016-03-30 22:58:00,False,True,False,False,False,False,26.6,10.4,49.88,41,80,45
1853,W,2016-03-31 04:56:00,False,True,False,False,False,False,30.2,26.6,86.28,50,60,50
1854,SW,2016-03-31 14:51:00,True,True,False,False,False,False,37.4,33.8,86.69,59,30,70
1855,SW,2016-03-31 22:58:00,False,True,False,False,False,False,39.2,37.4,93.19,68,30,76
1856,SW,2016-04-01 04:57:00,False,False,False,True,False,False,41,41,100,54,0.12,63
1857,W,2016-04-01 14:50:00,True,True,False,False,False,False,37.4,37.4,100,55,0,72
1858,W,2016-04-01 22:54:00,False,False,False,True,False,False,26.6,26.6,100,61,0,66
1859,W,2016-04-02 04:57:00,False,False,False,True,False,False,19.4,19.4,100,38,0,38
1860,SW,2016-04-02 14:49:00,False,False,False,True,False,False,21.2,21.2,100,34,0.06,34
1861,W,2016-04-02 22:55:00,False,False,False,True,False,False,12.2,12.2,100,43,0.06,47
1862,W,2016-04-03 04:56:00,True,True,False,False,False,False,6.8,6.8,100,33,0,33
1863,W,2016-04-03 14:54:00,True,True,False,False,False,False,-4,-4,100,66,0.12,76
1864,W,2016-04-03 22:56:00,False,False,False,True,False,False,-9.4,-9.4,100,61,0.06,68
1865,W,2016-04-04 04:59:00,False,True,False,False,False,False,-11.2,-20.2,63.32,44,70,44
1866,W,2016-04-04 14:51:00,True,True,False,False,False,False,6.8,6.8,100,21,0.19,21
1867,NW,2016-04-04 22:57:00,False,False,False,False,False,True,-2.2,-11.2,64.62,23,100,23
1868,NW,2016-04-05 04:52:00,False,True,False,False,False,False,-7.6,-14.8,69.96,27,100,35
1869,W,2016-04-05 14:50:00,False,True,False,False,False,False,-2.2,-5.8,84.17,45,110,52
1870,W,2016-04-05 22:55:00,False,True,False,False,False,False,-2.2,-9.4,70.63,44,90,44
1871,W,2016-04-06 04:53:00,False,True,False,False,False,False,-4,-9.4,76.96,36,80,36
1872,SW,2016-04-06 14:54:00,False,True,False,False,False,False,12.2,3.2,66.58,14,80,20
1873,SW,2016-04-06 22:51:00,False,False,True,True,False,True,12.2,12.2,100,37,0.12,49
1874,S,2016-04-07 04:49:00,False,False,True,True,False,True,21.2,21.2,100,43,0.12,57
1875,SE,2016-04-07 14:51:00,False,False,False,True,False,True,30.2,30.2,100,46,0,55
1876,SW,2016-04-07 22:55:00,False,False,False,True,False,True,32,32,100,29,0,33
1877,S,2016-04-08 04:58:00,False,False,False,True,False,False,24.8,23,92.74,22,100,27
1878,SW,2016-04-08 14:55:00,False,False,True,True,False,True,17.6,17.6,100,31,0.06,39
1879,W,2016-04-08 22:52:00,True,True,False,False,False,False,8.6,8.6,100,34,0,39
1880,W,2016-04-09 04:54:00,False,True,False,False,False,False,1.4,-0.4,91.92,32,120,38
1881,NW,2016-04-09 14:50:00,False,False,False,True,False,False,10.4,10.4,100,28,0.06,28
1882,W,2016-04-09 22:47:00,False,False,False,True,False,False,1.4,1.4,100,38,0.06,44
1883,W,2016-04-10 04:52:00,False,False,True,True,False,True,-2.2,-2.2,100,51,0.06,61
1884,W,2016-04-10 14:51:00,False,True,False,False,False,False,6.8,3.2,84.8,28,110,28
1885,SW,2016-04-10 22:51:00,False,True,False,False,False,False,10.4,3.2,72.12,34,90,34
1886,S,2016-04-11 04:57:00,True,True,False,False,False,False,12.2,12.2,100,23,0.06,35
1887,SW,2016-04-11 14:55:00,False,False,True,True,False,True,30.2,30.2,100,53,0,61
1888,SW,2016-04-11 22:54:00,True,True,False,False,False,False,32,32,100,46,0,53
1889,SW,2016-04-12 04:52:00,True,True,False,False,False,False,33.8,33.8,100,36,0,49
1890,W,2016-04-12 14:54:00,True,True,False,False,False,False,21.2,21.2,100,30,0.06,30
1891,W,2016-04-12 22:49:00,False,False,False,True,False,False,14,14,100,55,0.06,55
1892,W,2016-04-13 04:50:00,False,False,False,True,False,False,10.4,10.4,100,31,0.12,31
1893,E,2016-04-13 14:53:00,False,True,False,False,False,False,19.4,3.2,48.69,2,110,2
1894,W,2016-04-13 22:50:00,False,True,False,False,False,False,12.2,1.4,61.25,13,120,13
1895,NW,2016-04-14 04:50:00,False,True,False,False,False,False,19.4,-2.2,37.82,8,120,8
1896,NW,2016-04-14 14:58:00,False,True,False,False,False,False,23,14,67.96,13,100,13
1897,N,2016-04-14 22:52:00,False,True,False,False,False,False,17.6,12.2,79,10,120,10
1898,N,2016-04-15 04:51:00,False,True,False,False,False,False,17.6,8.6,67.28,19,100,19
1899,NW,2016-04-15 14:56:00,False,True,False,False,False,False,24.8,12.2,58.22,22,90,29
1900,NE,2016-04-15 22:51:00,False,True,False,False,False,False,21.2,-0.4,38.13,19,100,19
1901,NE,2016-04-16 04:50:00,False,True,False,False,False,False,26.6,-0.4,30.42,19,100,19
1902,N,2016-04-16 14:51:00,False,True,False,False,False,False,33.8,-7.6,16.08,0,100,0
1903,N,2016-04-16 22:48:00,False,True,False,False,False,False,37.4,-4,16.59,13,100,13
1904,N,2016-04-17 04:50:00,False,True,False,False,False,False,33.8,14,43.65,16,100,16
1905,NW,2016-04-17 14:59:00,False,True,False,False,False,False,42.8,28.4,56.48,14,70,14
1906,N,2016-04-17 22:51:00,False,True,False,False,False,False,37.4,24.8,60.04,21,70,26
1907,NW,2016-04-18 04:50:00,False,True,False,False,False,False,37.4,28.4,69.67,25,70,25
1908,W,2016-04-18 14:52:00,False,True,False,False,False,False,35.6,32,86.59,22,50,22
1909,W,2016-04-18 22:51:00,True,True,False,False,False,False,30.2,30.2,100,36,0,36
1910,W,2016-04-19 04:51:00,True,True,False,False,False,False,26.6,26.6,100,17,0,17
1911,NW,2016-04-19 14:55:00,False,True,False,False,False,False,21.2,17.6,85.74,42,90,53
1912,NW,2016-04-19 22:57:00,False,True,False,False,False,False,17.6,10.4,72.93,51,100,60
1913,NW,2016-04-20 04:48:00,False,True,False,False,False,False,10.4,3.2,72.12,40,100,46
1914,NW,2016-04-20 14:54:00,False,True,False,False,False,False,24.8,14,63.03,13,100,13
1915,W,2016-04-20 22:55:00,False,True,False,False,False,False,26.6,1.4,33.09,26,130,26
1916,W,2016-04-21 04:53:00,False,True,False,False,False,False,32,12.2,43.34,21,110,21
1917,W,2016-04-21 14:50:00,False,True,False,False,False,False,41,8.6,25.87,28,100,35
1918,W,2016-04-21 22:52:00,False,True,False,False,False,False,41,8.6,25.87,28,80,28
1919,W,2016-04-22 04:52:00,True,True,False,False,False,False,37.4,26.6,64.7,18,50,18
1920,SW,2016-04-22 14:48:00,False,True,False,False,False,False,44.6,39.2,81.2,28,50,35
1921,W,2016-04-22 22:50:00,False,False,False,True,True,False,41,41,100,26,0.06,37
1922,W,2016-04-23 04:49:00,False,False,False,True,False,False,33.8,33.8,100,32,0,32
1923,W,2016-04-23 14:51:00,False,False,False,True,False,False,24.8,24.8,100,30,0.06,36
1924,NW,2016-04-23 22:52:00,False,True,False,False,False,False,15.8,3.2,56.86,46,130,54
1925,W,2016-04-24 04:51:00,False,True,False,False,False,False,14,1.4,56.58,47,110,57
1926,NW,2016-04-24 14:51:00,False,True,False,False,False,False,17.6,3.2,52.6,30,95,37
1927,W,2016-04-24 22:54:00,False,True,False,False,False,False,15.8,6.8,67.05,35,95,35
1928,W,2016-04-25 04:52:00,False,True,False,False,False,False,14,6.8,72.53,35,90,45
1929,W,2016-04-25 14:55:00,False,True,False,False,False,False,24.8,12.2,58.22,34,100,43
1930,W,2016-04-25 22:54:00,False,True,False,False,False,False,15.8,3.2,56.86,32,85,32
1931,W,2016-04-26 04:52:00,False,False,False,True,False,True,21.2,21.2,100,27,0.06,27
1932,W,2016-04-26 14:50:00,False,False,False,True,False,True,23,23,100,20,0.12,20
1933,NW,2016-04-26 22:54:00,False,True,False,False,False,False,15.8,-2.2,44.16,34,110,40
1934,W,2016-04-27 04:51:00,False,False,False,True,False,False,10.4,10.4,100,37,0.06,37
1935,W,2016-04-27 14:53:00,False,True,False,False,False,False,17.6,12.2,79,37,100,44
1936,W,2016-04-27 22:52:00,False,True,False,False,False,False,10.4,3.2,72.12,51,100,57
1937,W,2016-04-28 04:51:00,False,True,False,False,False,False,5,-2.2,71.5,50,120,50
1938,W,2016-04-28 14:53:00,False,True,False,False,False,False,17.6,8.6,67.28,26,100,26
1939,W,2016-04-28 22:51:00,False,True,False,False,False,False,21.2,-5.8,29.48,17,100,17
1940,W,2016-04-29 04:50:00,False,True,False,False,False,False,19.4,3.2,48.69,25,100,25
1941,W,2016-04-29 14:50:00,False,True,False,False,False,False,28.4,21.2,74.08,11,80,21
1942,W,2016-04-29 22:53:00,False,True,False,False,False,False,26.6,21.2,79.77,14,90,14
1943,W,2016-04-30 04:50:00,False,True,False,False,False,False,24.8,15.8,68.18,13,100,13
1944,W,2016-04-30 14:55:00,False,True,False,False,False,False,35.6,14,40.63,12,100,12
1945,SW,2016-04-30 22:51:00,False,True,False,False,False,False,30.2,14,50.47,12,100,12
1946,W,2016-05-01 04:48:00,False,True,False,False,False,False,30.2,17.6,59.01,18,90,18
1947,S,2016-05-01 14:54:00,True,True,False,False,False,False,30.2,30.2,100,11,0.12,11
1948,SE,2016-05-01 22:57:00,True,True,False,False,False,False,23,23,100,25,0,25
1949,S,2016-05-02 04:58:00,True,True,False,False,False,False,26.6,26.6,100,22,0.06,22
1950,SE,2016-05-02 14:53:00,False,False,False,True,True,True,32,32,100,26,0.06,30
1951,W,2016-05-02 22:59:00,True,True,False,False,False,False,26.6,26.6,100,20,0.06,20
1952,W,2016-05-03 04:53:00,False,True,False,False,False,False,26.6,23,86.07,30,100,30
1953,W,2016-05-03 14:57:00,False,True,False,False,False,False,37.4,23,55.68,5,100,5
1954,W,2016-05-03 22:55:00,False,True,False,False,False,False,32,14,46.92,7,130,7
